event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,female,Rachel Mcclure,57.30,-48,48,-50,57,60,-63,48,60,108,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,female,Asako Ono,68.15,-50,50,54,65,68,72,54,72,126,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,female,Tara Noonan,55.85,40,43,46,50,55,58,46,58,104,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,male,Rhys Carson,65.50,45,50,55,65,70,-75,55,70,125,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,male,Morgan Michel,71.70,90,95,-100,110,-115,-115,95,110,205,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,male,Ben Browne,72.20,80,85,88,105,110,-112,88,110,198,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,male,Andrew Sweeney,73.90,75,80,83,100,105,-110,83,105,188,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,male,Zane Ramdhani,78.25,-90,90,-97,110,115,-120,90,115,205,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,male,Ty May,79.75,65,70,75,85,90,-95,75,90,165,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,male,Brandon Ramscar,79.70,50,55,-61,70,75,80,55,80,135,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,male,Luke Gamble,92.65,100,105,-110,112,117,120,105,120,225,AUS
JME Qld Club Challenge Round 3 – Brisbane Barbell,2015-08-22,male,Matthew Lydement,103.15,90,95,100,120,130,135,100,135,235,AUS
