event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Presidents Cup #2,2012-03-17,female,Tiarna Davis,52.90,36,39,42,49,52,55,42,55,97,AUS
Presidents Cup #2,2012-03-17,female,Sophie Cowen,57.96,38,-41,41,53,56,-59,41,56,97,AUS
Presidents Cup #2,2012-03-17,female,Rebecca Rush,54.80,-55,-55,-55,70,75,-77,0,75,0,AUS
Presidents Cup #2,2012-03-17,female,Tayla Jackson,80.56,25,28,30,37,40,-43,30,40,70,AUS
Presidents Cup #2,2012-03-17,female,Karen Birch,76.02,15,18,21,30,32,35,21,35,56,AUS
Presidents Cup #2,2012-03-17,male,Dominic Newman,46.84,18,20,21,21,23,24,21,24,45,AUS
Presidents Cup #2,2012-03-17,male,David Bannister,62.52,75,80,85,87,92,97,85,97,182,AUS
Presidents Cup #2,2012-03-17,male,Peter Gordon,67.00,-55,55,58,70,73,-77,58,73,131,AUS
Presidents Cup #2,2012-03-17,male,Bradley Groom,72.86,70,-73,-73,85,88,90,70,90,160,AUS
Presidents Cup #2,2012-03-17,male,Dylan Oakford,91.58,70,-74,-74,95,100,-105,70,100,170,AUS
Presidents Cup #2,2012-03-17,male,Matthew Newman,87.70,60,-63,65,80,-84,-87,65,80,145,AUS
Presidents Cup #2,2012-03-17,male,Craig Newman,93.30,40,45,-47,51,55,58,45,58,103,AUS
