event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
AWF Clubs Tournament,2014-04-04,female,Robin Parr,46.50,40,44,46,54,58,60,46,60,106
AWF Clubs Tournament,2014-04-04,female,Crystal Knibbs,40.90,16,17,19,23,25,26,19,25,44
AWF Clubs Tournament,2014-04-04,female,Tegan Napper,52.90,63,67,67,81,85,88,67,88,155
AWF Clubs Tournament,2014-04-04,female,Jessica Edge,52.90,59,62,64,78,82,84,64,82,146
AWF Clubs Tournament,2014-04-04,female,Taylor Ryan,52.35,52,55,57,70,72,74,57,74,131
AWF Clubs Tournament,2014-04-04,female,Alana Evans,49.30,23,27,30,32,36,39,27,39,66
AWF Clubs Tournament,2014-04-04,female,Erika Yamasaki,54.20,71,71,75,90,94,97,75,97,172
AWF Clubs Tournament,2014-04-04,female,Rebecca Payne,57.35,51,54,57,71,74,77,54,74,128
AWF Clubs Tournament,2014-04-04,female,Jade Sharp,55.65,48,51,54,60,64,67,54,67,121
AWF Clubs Tournament,2014-04-04,female,Madeline Wu,56.10,45,49,49,64,68,71,49,68,117
AWF Clubs Tournament,2014-04-04,female,Hayley Ward,56.25,45,48,50,58,62,63,50,58,108
AWF Clubs Tournament,2014-04-04,female,Shaylea Eaton,55.15,40,43,45,50,53,55,45,53,98
AWF Clubs Tournament,2014-04-04,female,Anita Barry,56.60,30,33,36,42,46,50,33,50,83
AWF Clubs Tournament,2014-04-04,female,Melissa Robinson,62.10,64,67,70,84,88,90,67,90,157
AWF Clubs Tournament,2014-04-04,female,Laila Estreich,62.45,40,43,45,50,53,55,45,55,100
AWF Clubs Tournament,2014-04-04,female,Laetitia Grice,63.00,40,43,45,52,55,57,45,55,100
AWF Clubs Tournament,2014-04-04,female,Ella Jones,58.45,30,30,34,40,43,43,34,40,74
