event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Shred Barbell Open Competition,2018-08-12,female,Mary Macken,47.50,35,37,-40,45,-48,48,37,48,85,AUS
Shred Barbell Open Competition,2018-08-12,female,Ailsa Seaton,54.20,-55,55,-60,73,76,-78,55,76,131,AUS
Shred Barbell Open Competition,2018-08-12,female,Verity Park,62.50,55,-60,-60,75,-80,-80,55,75,130,AUS
Shred Barbell Open Competition,2018-08-12,female,Elena Macnamara,62.50,30,33,36,40,-45,-50,36,40,76,AUS
Shred Barbell Open Competition,2018-08-12,female,Katrina Gini,67.80,57,-62,-62,-77,77,-80,57,77,134,AUS
Shred Barbell Open Competition,2018-08-12,female,Cristina Capratsis,67.90,37,39,41,40,45,50,41,50,91,AUS
Shred Barbell Open Competition,2018-08-12,female,Linda Eades,80.40,45,48,-50,58,61,63,48,63,111,AUS
Shred Barbell Open Competition,2018-08-12,female,Jodi Baker,82.10,32,35,38,42,45,-48,38,45,83,AUS
Shred Barbell Open Competition,2018-08-12,male,Deacon Mercieca,38.40,30,33,36,40,44,47,36,47,83,AUS
Shred Barbell Open Competition,2018-08-12,male,Wayne Park,91.00,85,90,-95,105,115,-120,90,115,205,AUS
