event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,female,Amity Salisbury,43.30,17,-20,20,21,24,26,20,26,46,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,female,Caitlin Steel,60.70,27,31,33,42,44,-47,33,44,77,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,female,Shannon Salisbury,61.30,30,34,-37,40,43,-45,34,43,77,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,female,Tanya Eames,64.40,48,-50,-50,64,67,-69,48,67,115,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,female,Mikaela Dorge,64.80,45,-47,48,55,57,60,48,60,108,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,female,Kylie Salisbury,65.40,35,38,40,47,50,52,40,52,92,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,female,Chloe Kerwick,93.30,67,-70,-72,-88,88,-91,67,88,155,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,female,Susan Schirmer,100.40,61,66,69,81,86,-90,69,86,155,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,female,Bronwyn Hitchener,77.60,56,59,-61,70,74,-77,59,74,133,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,male,Lyall Nixon,40.90,24,28,31,30,34,-37,31,34,65,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,male,Luke Bidgood,41.40,15,19,22,18,22,25,22,25,47,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,male,Lachlan Holmes,67.90,15,19,22,18,22,25,22,25,47,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,male,Jace Russell,79.80,50,54,-56,57,63,67,54,67,121,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,male,Noah Ogilvie-Mitchell,85.40,60,65,70,67,72,78,70,78,148,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,male,Lawson Dingle,97.40,-100,-100,-100,100,110,117,0,117,0,AUS
Qld Club Challenge Round 3 – Toowoomba,2016-08-13,male,Aderian Nixon,74.20,67,72,75,-85,87,-92,75,87,162,AUS
