event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld All Schools Championships,2016-11-12,female,Maddison Power,47.10,-37,37,-41,48,50,52,37,52,89,AUS
Qld All Schools Championships,2016-11-12,female,Keira Rangi,47.05,23,26,28,32,35,38,28,38,66,AUS
Qld All Schools Championships,2016-11-12,female,Lauren Hastings,42.40,23,25,27,30,32,34,27,34,61,AUS
Qld All Schools Championships,2016-11-12,female,Maia Ratana-Leef,45.55,20,23,25,30,33,35,25,35,60,AUS
Qld All Schools Championships,2016-11-12,female,Amity Salisbury,42.40,22,25,-27,-25,27,29,25,29,54,AUS
Qld All Schools Championships,2016-11-12,female,Emily Hinschen,35.70,20,22,-24,28,31,-34,22,31,53,AUS
Qld All Schools Championships,2016-11-12,female,Mia Johnson,46.35,18,20,-22,22,25,27,20,27,47,AUS
Qld All Schools Championships,2016-11-12,female,Meg Mckellar,46.05,15,18,-21,19,21,23,18,23,41,AUS
Qld All Schools Championships,2016-11-12,female,Kiara Power,29.60,16,17,18,19,21,22,18,22,40,AUS
Qld All Schools Championships,2016-11-12,female,Brezee-Saige Carroll,52.40,25,28,30,35,38,40,30,40,70,AUS
Qld All Schools Championships,2016-11-12,female,Katie Ward,49.55,20,22,23,27,30,-33,23,30,53,AUS
Qld All Schools Championships,2016-11-12,female,Lucy Manion,54.50,50,-52,52,63,65,67,52,67,119,AUS
Qld All Schools Championships,2016-11-12,female,Mia Gaudry,54.10,-49,49,52,60,63,65,52,65,117,AUS
Qld All Schools Championships,2016-11-12,female,Chelsea Freier,54.30,43,-46,46,53,55,-57,46,55,101,AUS
Qld All Schools Championships,2016-11-12,female,Holly Burnett,54.85,20,23,26,30,33,-36,26,33,59,AUS
Qld All Schools Championships,2016-11-12,female,Lily Wilson,61.10,38,-41,41,48,51,-53,41,51,92,AUS
Qld All Schools Championships,2016-11-12,female,Caitlin Steel,61.60,30,33,35,45,48,50,35,50,85,AUS
Qld All Schools Championships,2016-11-12,female,Shannon Salisbury,62.35,33,36,38,40,43,46,38,46,84,AUS
Qld All Schools Championships,2016-11-12,female,Adelaide Utz,58.20,27,30,33,38,41,44,33,44,77,AUS
Qld All Schools Championships,2016-11-12,female,Isabella Ramoi,62.20,-28,30,-33,35,38,40,30,40,70,AUS
Qld All Schools Championships,2016-11-12,female,Lillian Poles,59.60,25,27,-28,32,35,38,27,38,65,AUS
Qld All Schools Championships,2016-11-12,female,Leah Hannant,62.70,25,27,-30,30,32,35,27,35,62,AUS
Qld All Schools Championships,2016-11-12,female,Alana Evans,69.00,52,54,57,67,71,-73,57,71,128,AUS
Qld All Schools Championships,2016-11-12,female,Tenaya Rix,65.50,40,44,48,45,50,-55,48,50,98,AUS
