event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Milton Open Club Competition,2015-11-21,female,Mya Blair,28.40,14,-15,15,15,17,19,15,19,34,AUS
Milton Open Club Competition,2015-11-21,female,Rachael Hodge,61.45,44,46,48,65,68,-70,48,68,116,AUS
Milton Open Club Competition,2015-11-21,female,Annie Brown,70.85,57,60,-62,70,74,76,60,76,136,AUS
Milton Open Club Competition,2015-11-21,female,Katherine Redhead,69.70,32,34,-36,42,44,46,34,46,80,AUS
Milton Open Club Competition,2015-11-21,female,Isabel Montes,100.00,30,32,-34,42,44,46,32,46,78,AUS
Milton Open Club Competition,2015-11-21,female,Merryn Hillhouse,54.15,27,29,30,37,38,40,30,40,70,AUS
Milton Open Club Competition,2015-11-21,female,Vicki Brady,51.95,21,22,-23,25,-26,-26,22,25,47,AUS
Milton Open Club Competition,2015-11-21,female,Patrizia Cocchis,57.45,38,40,-41,52,-53,-53,40,52,92,AUS
Milton Open Club Competition,2015-11-21,female,Wendy Pakchung,58.45,23,-26,26,33,35,36,26,36,62,AUS
Milton Open Club Competition,2015-11-21,female,Fiona Redhead,61.30,40,42,-44,52,54,-55,42,54,96,AUS
Milton Open Club Competition,2015-11-21,female,Coral Quinell,59.70,35,38,40,45,48,49,40,49,89,AUS
Milton Open Club Competition,2015-11-21,female,Kylie Smith,67.30,49,51,-52,60,62,-64,51,62,113,AUS
Milton Open Club Competition,2015-11-21,female,Constance Beckingham,75.00,28,30,31,37,39,-41,31,39,70,AUS
Milton Open Club Competition,2015-11-21,female,Stephanie Faulkner,74.95,27,28,30,36,37,38,30,38,68,AUS
Milton Open Club Competition,2015-11-21,female,Jackie Bowers,80.15,35,38,41,55,-58,58,41,58,99,AUS
Milton Open Club Competition,2015-11-21,male,Shannon Arenson,76.90,-78,78,-83,103,108,-112,78,108,186,AUS
Milton Open Club Competition,2015-11-21,male,Rhys Collins,76.75,75,81,-87,95,-106,-106,81,95,176,AUS
Milton Open Club Competition,2015-11-21,male,Jonathan Pakchung,79.65,112,-116,-119,135,-142,-142,112,135,247,AUS
Milton Open Club Competition,2015-11-21,male,Bobby Salami,79.60,-72,74,-80,90,-96,-96,74,90,164,AUS
Milton Open Club Competition,2015-11-21,male,Bryce Trevilyan,104.15,72,75,-81,95,100,108,75,108,183,AUS
