event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Open Club Competition 6,2017-12-02,female,Elizabeth Tan,61.52,55,-63,-65,69,75,-85,55,75,130,AUS
Open Club Competition 6,2017-12-02,female,Laya Dunn,60.82,53,58,-61,65,70,-73,58,70,128,AUS
Open Club Competition 6,2017-12-02,female,Myfanwy Galloway,63.38,60,63,66,82,86,-90,66,86,152,AUS
Open Club Competition 6,2017-12-02,female,Sally Ormiston,63.84,35,38,-41,38,40,43,38,43,81,AUS
Open Club Competition 6,2017-12-02,female,Clare Carey,71.36,57,60,63,79,82,84,63,84,147,AUS
Open Club Competition 6,2017-12-02,female,Kerryn Dawson,78.42,53,56,-60,65,68,70,56,70,126,AUS
Open Club Competition 6,2017-12-02,male,Jake Sbroja,76.72,85,90,93,111,-117,117,93,117,210,AUS
Open Club Competition 6,2017-12-02,male,Mark Muir,83.46,79,82,-86,110,115,118,82,118,200,AUS
Open Club Competition 6,2017-12-02,male,Matthew Reynolds,91.30,110,116,121,140,148,-153,121,148,269,AUS
Open Club Competition 6,2017-12-02,male,Dave Nixon,87.00,102,106,111,125,131,136,111,136,247,AUS
Open Club Competition 6,2017-12-02,male,Tim Corby,92.50,82,87,90,105,110,115,90,115,205,AUS
Open Club Competition 6,2017-12-02,male,Flinders Doyle,103.86,76,79,82,102,-106,-106,82,102,184,AUS
Open Club Competition 6,2017-12-02,male,John Reynolds,104.50,46,-48,-48,60,63,-65,46,63,109,AUS
