event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Hills Barbell Open Competition,2018-10-06,female,Ailsa Seaton,53.90,58,-62,-62,75,-78,80,58,80,138,AUS
Hills Barbell Open Competition,2018-10-06,female,Zofia Szymanski,57.60,50,-53,-53,62,66,-69,50,66,116,AUS
Hills Barbell Open Competition,2018-10-06,female,Tyneesha Kerr,62.60,50,-54,-57,65,-70,72,50,72,122,AUS
Hills Barbell Open Competition,2018-10-06,female,Vanessa Kerr,69.35,55,58,62,75,82,87,62,87,149,AUS
Hills Barbell Open Competition,2018-10-06,female,Dakota Pham,69.40,42,46,49,55,60,63,49,63,112,AUS
Hills Barbell Open Competition,2018-10-06,female,Jane Barrieau,79.80,56,59,62,74,77,-81,62,77,139,AUS
Hills Barbell Open Competition,2018-10-06,female,Emily Metcalf,80.35,-53,-53,53,75,-80,80,53,80,133,AUS
Hills Barbell Open Competition,2018-10-06,female,Cherina Rajeevan,86.20,30,-35,35,35,-40,40,35,40,75,AUS
Hills Barbell Open Competition,2018-10-06,female,Rachael King,108.75,50,54,-58,70,75,-78,54,75,129,AUS
Hills Barbell Open Competition,2018-10-06,female,Evarina Cook,87.05,35,40,43,42,47,52,43,52,95,AUS
Hills Barbell Open Competition,2018-10-06,male,Bouachanh Thongvilu,72.50,66,-70,-72,76,80,-88,66,80,146,AUS
Hills Barbell Open Competition,2018-10-06,male,Andrew Rajeevan,80.75,101,106,-112,121,126,131,106,131,237,AUS
Hills Barbell Open Competition,2018-10-06,male,Fabian Garcia,78.60,75,80,-85,95,100,-105,80,100,180,AUS
Hills Barbell Open Competition,2018-10-06,male,Vu Tran,86.50,100,105,-111,120,125,130,105,130,235,AUS
Hills Barbell Open Competition,2018-10-06,male,Michael Naim,93.70,-95,-95,-95,,,,0,0,0,AUS
