event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,female,Carley O'Donnell,50.80,22,25,28,35,38,40,28,40,68,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,female,Hannah Pamuk,52.60,16,17,18,19,20,21,18,21,39,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,female,Cassandra Avenell,53.00,15,16,17,18,19,20,17,20,37,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,female,Jemma Cowper,55.00,40,42,-44,57,60,62,42,62,104,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,female,Ella Taylor,62.90,23,24,25,32,35,38,25,38,63,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,female,Zoe-Anne Brister,70.10,15,16,17,18,19,20,17,20,37,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,female,Sandra Branson,74.50,32,34,36,43,45,47,36,47,83,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,female,Kirra Chandler,75.05,30,32,34,42,44,46,34,46,80,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,female,Telia Dennis,87.25,38,40,43,49,51,-53,43,51,94,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,male,Ben Hockey,64.45,16,17,18,19,20,21,18,21,39,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,male,Codie Sellars,69.25,-15,16,17,18,19,20,17,20,37,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,male,Ken Nakada,88.85,55,57,60,70,75,80,60,80,140,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,male,Josh Davey,87.05,17,18,19,20,21,22,19,22,41,AUS
JME Qld Club Challenge Round 3 – Stay True,2017-09-16,male,Daniel Unwin,127.40,40,43,46,60,65,70,46,70,116,AUS
