event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NTWA Open and Masters Competition,2014-10-05,male,Terrence Munro,66.34,40,45,-50,53,-58,-63,45,53,98,AUS
NTWA Open and Masters Competition,2014-10-05,male,Andrew Rideout,81.20,70,76,78,97,102,105,78,105,183,AUS
