event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge- Cairns North,2012-06-30,female,Rachael Mackenzie,80.20,45,48,-50,65,-68,-68,48,65,113
JME Qld Club Challenge- Cairns North,2012-06-30,male,Guo Sheng Tee,53.50,62,65,67,72,-77,-77,67,72,139
JME Qld Club Challenge- Cairns North,2012-06-30,male,Joel Fletcher,46.70,27,30,32,-40,-40,40,32,40,72
JME Qld Club Challenge- Cairns North,2012-06-30,male,Nick Anderson,59.60,40,45,-47,55,60,-65,45,60,105
JME Qld Club Challenge- Cairns North,2012-06-30,male,Justice Fletcher,68.25,62,67,-70,80,85,87,67,87,154
JME Qld Club Challenge- Cairns North,2012-06-30,male,Jordan Wacek,75.95,60,65,70,85,90,95,70,95,165
JME Qld Club Challenge- Cairns North,2012-06-30,male,Hamish Cameron,75.85,45,50,55,60,65,70,55,70,125
JME Qld Club Challenge- Cairns North,2012-06-30,male,Liam Vandenberg,69.80,40,45,50,60,65,-70,50,65,115
JME Qld Club Challenge- Cairns North,2012-06-30,male,Kealan Balayo,73.05,16,18,19,18,21,23,19,23,42
JME Qld Club Challenge- Cairns North,2012-06-30,male,Chris Bannon,83.65,90,-95,-95,110,115,120,90,120,210
JME Qld Club Challenge- Cairns North,2012-06-30,male,Ben Fuller,92.20,80,-83,-83,115,120,-122,80,120,200
JME Qld Club Challenge- Cairns North,2012-06-30,male,Michael Teede,78.80,75,82,-87,100,105,110,82,110,192
JME Qld Club Challenge- Cairns North,2012-06-30,male,Robert Campbell,76.85,35,40,-45,55,60,-65,40,60,100
JME Qld Club Challenge- Cairns North,2012-06-30,male,Craig Wegert,147.20,-110,110,0,130,0,0,110,130,240
JME Qld Club Challenge- Cairns North,2012-06-30,male,Stuart Allaburton,109.75,80,-85,-85,105,110,-115,80,110,190
