event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Courtney Chong,49.78,48,50,52,62,64,-66,52,64,116,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Quyen Nguyen,52.90,-50,50,-52,-60,60,-64,50,60,110,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Alicia Burkett,52.73,28,31,33,35,38,41,33,41,74,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Katelyn Allen,59.48,53,56,59,70,72,-75,59,72,131,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Lily Morgan,60.38,27,-30,-30,37,-39,40,27,40,67,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Sarah Caruana,62.23,57,-60,60,75,-80,-80,60,75,135,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Niamh Meagher,64.25,42,45,-48,58,63,66,45,66,111,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Sarah Hart,68.22,55,57,60,-70,-70,-70,60,0,0,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Villani Hiram,74.01,51,54,-56,62,65,67,54,67,121,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Margaret Webb,79.33,-51,-51,-54,58,-61,61,0,61,0,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,female,Holly Kilmartin,82.24,37,40,42,50,-53,53,42,53,95,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Joel Wood,36.62,20,22,24,25,27,29,24,29,53,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,James Delaney,68.60,110,-115,-115,142,-147,-148,110,142,252,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Benjamin Silva,67.41,73,77,-80,94,-98,-100,77,94,171,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Samuel Katz,73.55,90,-95,-95,110,-117,-117,90,110,200,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Joe Hiram,73.64,78,-83,-85,103,-107,-107,78,103,181,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Chris Holt,73.12,40,-45,-51,55,60,-66,40,60,100,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Matthew Pit,84.32,120,125,-129,150,157,162,125,162,287,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Cameron Kuszla,81.05,107,112,-115,-122,122,-126,112,122,234,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Troy Roberts,77.42,75,-80,80,90,-95,95,80,95,175,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Kieran Pringle,84.62,57,60,-63,75,80,85,60,85,145,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Nathanael Nguyen,78.57,51,55,-60,63,-68,68,55,68,123,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Arthur Tsavalias,85.97,60,65,70,80,90,100,70,100,170,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,John Clow,86.98,60,65,,80,90,,65,90,155,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Domenic Greco,82.76,50,55,60,65,70,75,60,75,135,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Edgar Pradier,85.43,-90,90,-95,117,-123,-125,90,117,207,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Brandon Accardi,102.73,115,120,123,141,146,-148,123,146,269,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Kai Zhu,96.30,100,105,108,125,130,135,108,135,243,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Nahir Malki,120.08,118,-123,125,148,155,-160,125,155,280,AUS
HWC Alby Dutton & Bill Keir Memorial incl Masters GP5,2017-09-16,male,Joshua Quinn,106.20,125,130,133,-160,-166,-166,133,0,0,AUS
