event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Ironskull Australia Day Competition,2012-01-26,female,Jenny Butler,69.00,50,53,55,65,70,75,55,75,130,AUS
Ironskull Australia Day Competition,2012-01-26,male,Mitchell Davie,39.80,15,-16,-16,15,17,20,15,20,35,AUS
Ironskull Australia Day Competition,2012-01-26,male,Joshua Wegert,69.00,40,43,46,55,-60,-60,46,55,101,AUS
Ironskull Australia Day Competition,2012-01-26,male,Joseph Reweti,72.80,75,-80,80,90,-98,98,80,98,178,AUS
Ironskull Australia Day Competition,2012-01-26,male,Lamson Nguyen,70.90,75,-75,75,95,100,-105,75,100,175,AUS
Ironskull Australia Day Competition,2012-01-26,male,Norman Hanna,76.20,-70,70,73,101,-106,-107,73,101,174,AUS
Ironskull Australia Day Competition,2012-01-26,male,Josh Steel,84.50,60,70,75,90,97,102,75,102,177,AUS
Ironskull Australia Day Competition,2012-01-26,male,Ben Fuller,84.90,66,-70,70,100,105,-110,70,105,175,AUS
Ironskull Australia Day Competition,2012-01-26,male,Matt Wakeham,91.20,40,-50,50,50,60,70,50,70,120,AUS
Ironskull Australia Day Competition,2012-01-26,male,Matt Skinner,101.90,80,85,87,105,-110,-110,87,105,192,AUS
Ironskull Australia Day Competition,2012-01-26,male,Jonathan Coy,95.30,75,80,85,100,105,-110,85,105,190,AUS
Ironskull Australia Day Competition,2012-01-26,male,Jeffery Davie,84.60,60,65,-70,80,-85,85,65,85,150,AUS
Ironskull Australia Day Competition,2012-01-26,male,Andrew Russell,101.90,-75,75,80,-105,105,110,80,110,190,AUS
