event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,female,Chelsea Nicoll,50.88,-48,48,-52,56,-59,59,48,59,107,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,female,Alana Castle,60.75,20,22,24,-32,35,37,24,37,61,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,female,Christine Reid,71.15,-72,72,-77,87,-92,-92,72,87,159,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,female,Rachel Mcdonald,94.25,35,40,-43,45,50,53,40,53,93,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Jack Gibson,47.52,45,48,-50,57,59,-61,48,59,107,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Levi Deans,51.76,43,47,-50,53,-57,57,47,57,104,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Trevor Walz,72.70,49,52,54,61,66,69,54,69,123,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Zac Schwitter,79.00,91,92,96,106,-112,112,96,112,208,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Taj Marsh,74.52,60,-65,67,75,-78,78,67,78,145,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Mitchell Drescher,82.30,90,95,100,120,125,130,100,130,230,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Christopher Moore,85.40,76,-82,85,97,-102,102,85,102,187,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Mervyn Tottman,87.90,65,70,75,100,-105,-105,75,100,175,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Adair Forsyth,86.45,70,-75,75,90,95,-100,75,95,170,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Matthew Barrett,90.80,56,60,-63,67,71,75,60,75,135,AUS
Physique Science Qld Club Challenge Round 2 – Sunshine Coast Weightlifting Club,2019-05-18,male,Jakob Daniels,98.20,112,118,-123,150,156,-161,118,156,274,AUS
