event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Stella Roberts,44.42,19,22,-24,27,30,-32,22,30,52,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Naiomi Soutar,41.00,16,-18,-18,18,20,22,16,22,38,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Becky Roberts,42.06,15,16,17,16,18,20,17,20,37,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Alyce Stephenson,52.30,50,55,58,70,75,77,58,77,135,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Mary Barter,53.00,56,-59,-59,,,,56,0,0,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Karuna Hoole,49.92,35,38,41,53,56,-59,41,56,97,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Stefani Jenner,55.44,27,30,32,36,40,42,32,42,74,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Evelyn Ruiz,53.46,27,-29,-29,37,39,41,27,41,68,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Brittany Gibson,62.56,46,50,54,66,70,73,54,73,127,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Melissa Robinson,59.54,52,58,60,68,73,-76,60,73,133,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Tessa Milton,66.74,73,78,83,90,95,-100,83,95,178,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Lydia Olsen,64.14,60,64,66,74,78,82,66,82,148,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Celestine Smith,68.36,55,58,60,73,77,-79,60,77,137,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Emma Moore,65.38,17,18,21,25,28,31,21,31,52,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Christine Larsen,66.76,27,30,32,38,41,43,32,43,75,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Ebony Gorincu,73.38,78,82,85,100,104,107,85,107,192,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Manaia Ruka,70.58,15,18,20,23,27,30,20,30,50,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Tise Jubilee Aaifou,85.90,64,-68,68,85,89,92,68,92,160,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,female,Erica Hamilton,85.18,-48,-48,48,66,70,73,48,73,121,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Jett Gaffney,55.54,74,-77,-80,88,-96,-96,74,88,162,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Lochlan Roberts,47.80,38,41,-44,49,-53,,41,49,90,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Bailey Meares,50.32,23,26,28,28,32,35,28,35,63,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Joseph Marken,58.36,24,28,32,30,34,37,32,37,69,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Chen Zhao,68.90,68,71,-74,88,93,-95,71,93,164,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Jake Jacquin,75.66,94,98,100,125,-128,-128,100,125,225,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Sam Jansson,75.82,85,88,91,113,118,-122,91,118,209,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,James Norman,82.64,-117,120,-122,-145,-152,152,120,152,272,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Keisuke Hisashi,83.76,100,104,107,-135,135,140,107,140,247,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Philip Chan,83.86,-85,85,-90,115,120,123,85,123,208,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Jesse Dodd,80.14,90,-93,94,106,110,-113,94,110,204,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Nathan George,79.12,60,65,70,90,95,-100,70,95,165,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Mark Jerome,84.30,60,64,68,70,74,78,68,78,146,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Hunter Binskin,80.46,23,26,30,28,32,35,30,35,65,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Rudolf Van Der Merwe,88.20,120,124,128,150,155,160,128,160,288,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Sam Hornick,92.00,80,84,88,104,108,112,88,112,200,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Luke Gardner,104.68,-120,120,-127,150,160,-165,120,160,280,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,Artemio Pocio,99.98,90,95,-100,130,135,-140,95,135,230,AUS
Cougars Club Mike Keelan Shield Competition,2017-12-02,male,William Findlay,97.32,90,94,98,115,119,-123,98,119,217,AUS
