event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Open Club Comp 2 / Novice,2022-02-13,female,Monique Hilborn,54.14,-50,-50,50,63,65,68,50,68,118
Open Club Comp 2 / Novice,2022-02-13,female,Jana Phan,51.00,38,42,45,50,55,60,45,60,105
Open Club Comp 2 / Novice,2022-02-13,female,Pauline Glassie,68.34,54,57,60,70,75,-78,60,75,135
Open Club Comp 2 / Novice,2022-02-13,female,Catherine Dawe,69.68,30,33,36,42,47,52,36,52,88
Open Club Comp 2 / Novice,2022-02-13,female,Louise Kael,73.26,42,45,-48,-55,58,61,45,61,106
Open Club Comp 2 / Novice,2022-02-13,female,Daniela Cihalova,81.20,45,-48,48,55,58,-61,48,58,106
Open Club Comp 2 / Novice,2022-02-13,female,Rachel Brown,87.00,35,-40,-40,50,55,60,35,60,95
Open Club Comp 2 / Novice,2022-02-13,female,Ella Naidoo-Golledge,87.34,67,-69,70,88,91,-93,70,91,161
Open Club Comp 2 / Novice,2022-02-13,female,Shannon Stevens,104.00,55,-58,-58,75,79,-82,55,79,134
Open Club Comp 2 / Novice,2022-02-13,male,Daniel Hutley,80.58,75,-85,-85,100,-105,-105,75,100,175
Open Club Comp 2 / Novice,2022-02-13,male,Bill Porter,80.78,0,0,0,0,0,0,0,0,0
Open Club Comp 2 / Novice,2022-02-13,male,Jake Sbroja,84.86,110,113,-116,140,145,150,113,150,263
Open Club Comp 2 / Novice,2022-02-13,male,Stjepan Pranjic,86.90,92,-96,99,-112,-116,118,99,118,217
Open Club Comp 2 / Novice,2022-02-13,male,Alistair Buttimore,81.74,60,64,68,77,-81,83,68,83,151
Open Club Comp 2 / Novice,2022-02-13,male,Jimmy Kael,82.06,53,57,-61,80,85,-87,57,85,142
Open Club Comp 2 / Novice,2022-02-13,male,Scott Russell,95.90,-80,-80,81,100,-104,105,81,105,186
Open Club Comp 2 / Novice,2022-02-13,male,Nicolas Warren,99.30,100,105,110,122,129,-135,110,129,239
Open Club Comp 2 / Novice,2022-02-13,male,Matthew Ryan,102.52,70,76,-81,-90,94,100,76,100,176
Open Club Comp 2 / Novice,2022-02-13,male,Tom Farrell,106.70,95,103,112,-120,-120,-125,112,0,0
Open Club Comp 2 / Novice,2022-02-13,male,Andrew Brown,109.20,61,-65,65,81,-85,-85,65,81,146
