event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,female,Seen Lee,59.35,60,65,70,70,80,90,70,90,160,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,James Delaney,60.10,90,93,-95,115,-120,-120,93,115,208,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Jayden Dakdouk,69.30,75,80,-84,85,90,-95,80,90,170,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Nicholas Chatgoglou,69.90,53,57,-61,75,-80,-80,57,75,132,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Simon Mccoy,94.00,110,114,118,143,148,-152,118,148,266,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Dexter Tan,93.15,94,100,-105,125,130,-135,100,130,230,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Raymond Butler,94.00,88,91,-94,100,105,-110,91,105,196,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Jared Tyler,90.35,85,90,92,103,-107,-107,92,103,195,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Tom Webster,89.05,-74,-74,74,95,100,-105,74,100,174,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Jay Saddington,89.65,-78,78,82,88,92,-100,82,92,174,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,David Holt,72.00,60,65,-68,80,85,-90,65,85,150,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Chris Holt,78.30,45,-50,,55,-65,-65,45,55,100,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Paul Allen,85.40,72,-75,75,90,95,100,75,100,175,AUS
Hawthorn Club Championships inc. Bill Keir Memorial,2014-12-20,male,Milos Trnka,84.95,43,-46,-46,55,60,-63,43,60,103,AUS
