event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
ACT State Championships,2019-08-10,female,Caitlin Fitzgerald,54.66,30,33,36,45,48,50,36,50,86,AUS
ACT State Championships,2019-08-10,female,Najmeh Alaysin,56.80,23,25,27,27,30,33,27,33,60,AUS
ACT State Championships,2019-08-10,female,Elizabeth Tan,62.72,65,-69,-69,82,85,-90,65,85,150,AUS
ACT State Championships,2019-08-10,female,Dani Simeoni,60.78,48,-51,-51,61,63,-66,48,63,111,AUS
ACT State Championships,2019-08-10,female,Renae Docherty,65.68,71,-73,74,86,88,90,74,90,164,AUS
ACT State Championships,2019-08-10,female,Clare Carey,70.98,61,-64,-64,80,83,86,61,86,147,AUS
ACT State Championships,2019-08-10,female,Shae Grabham,70.66,40,42,45,62,66,-70,45,66,111,AUS
ACT State Championships,2019-08-10,female,Daniela Cihalova,76.36,35,38,-42,45,48,51,38,51,89,AUS
ACT State Championships,2019-08-10,male,Troy Roughley,65.50,65,70,75,85,90,95,75,95,170,AUS
ACT State Championships,2019-08-10,male,Jude Luzuriaga,65.80,-63,-63,63,73,77,-81,63,77,140,AUS
ACT State Championships,2019-08-10,male,Philip Chan,80.00,90,94,-100,123,128,-131,94,128,222,AUS
ACT State Championships,2019-08-10,male,Ricardo Rojas-Terry,79.20,85,-88,88,-115,115,-120,88,115,203,AUS
ACT State Championships,2019-08-10,male,Pete Tarling,79.98,74,77,80,90,95,-100,80,95,175,AUS
ACT State Championships,2019-08-10,male,Damien Hickman,77.60,70,73,-76,90,-94,94,73,94,167,AUS
ACT State Championships,2019-08-10,male,Braden Hon,79.40,60,-65,-65,75,80,-85,60,80,140,AUS
ACT State Championships,2019-08-10,male,Jake Sbroja,82.48,-98,98,103,125,130,-135,103,130,233,AUS
ACT State Championships,2019-08-10,male,Nicolas Warren,91.90,98,102,106,120,-127,-130,106,120,226,AUS
ACT State Championships,2019-08-10,male,Matthew Ryan,94.70,-70,73,-80,90,95,-98,73,95,168,AUS
ACT State Championships,2019-08-10,male,Tom Farrell,100.10,100,108,-112,115,-122,122,108,122,230,AUS
ACT State Championships,2019-08-10,male,Tim Corby,99.92,86,91,95,111,116,120,95,120,215,AUS
ACT State Championships,2019-08-10,male,Andrew Brown,99.20,70,77,81,80,90,96,81,96,177,AUS
ACT State Championships,2019-08-10,male,Grant Haines,108.70,-120,120,125,146,151,-155,125,151,276,AUS
ACT State Championships,2019-08-10,male,John Reynolds,105.50,-44,44,-45,56,59,62,44,62,106,AUS
ACT State Championships,2019-08-10,male,Nigel Bowers,109.60,105,110,113,135,-140,-140,113,135,248,AUS
ACT State Championships,2019-08-10,male,Michael Larkings,118.98,70,75,80,95,103,110,80,110,190,AUS
ACT State Championships,2019-08-10,male,Adam Kuffner,110.20,-76,76,77,100,-103,-103,77,100,177,AUS
