event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Shannon Searle,53.80,38,41,-44,-50,50,-55,41,50,91,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Kaylin Norris,58.10,45,-48,48,58,62,66,48,66,114,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Emma Mayfield,64.50,48,51,-56,65,68,72,51,72,123,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Natalie Corfield,65.90,47,50,52,63,-65,65,52,65,117,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Amelia Powell,70.90,38,-41,41,48,52,55,41,55,96,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Hannah Corrie,73.80,50,54,56,60,63,68,56,68,124,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Catherine Parfitt,77.40,54,-57,57,80,84,-88,57,84,141,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Gaby Standen,102.20,54,57,-60,68,72,76,57,76,133,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Meg Busby White,94.30,43,46,-49,56,59,-63,46,59,105,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Logan Weaver,50.60,52,54,56,65,70,75,56,75,131,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Kolby Green,65.50,82,86,-90,105,-109,-114,86,105,191,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Caelan Spiccia,65.20,65,68,-71,77,80,83,68,83,151,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Ryan Martin,66.70,53,56,60,73,77,-82,60,77,137,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Sean O'Neill,72.50,-85,85,-89,-105,105,110,85,110,195,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Joshua Milham,72.60,65,-68,70,-85,90,-95,70,90,160,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Ambrose Masefield,72.80,53,56,-60,-70,-73,75,56,75,131,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,David Smith,75.90,65,68,72,93,97,101,72,101,173,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Nathan Milham,76.40,50,53,56,60,-65,66,56,66,122,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Jake Standen,87.30,112,116,121,-154,154,162,121,162,283,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Adam Buchholz,82.50,95,98,101,128,132,136,101,136,237,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Jonathan Tavinor,86.90,82,-85,87,108,111,115,87,115,202,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Matthew Handley,86.80,72,76,-79,-96,101,106,76,106,182,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Tim Hiscock,98.40,95,100,-105,110,115,121,100,121,221,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Callum Mayfield,102.80,94,98,-104,115,119,-123,98,119,217,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Christopher Rhoden,113.70,85,87,91,115,118,121,91,121,212,AUS
