event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
WWA State Open,2016-10-09,female,Ramona Pearl Faamausili-Fala,35.10,12,-15,-15,15,17,-20,12,17,29,AUS
WWA State Open,2016-10-09,female,Natasha Giuffe,58.00,37,41,-45,-47,47,-51,41,47,88,AUS
WWA State Open,2016-10-09,female,Elizabeth Duguid,65.70,58,62,65,84,88,-92,65,88,153,AUS
WWA State Open,2016-10-09,female,Izzy Miotti,74.00,45,50,54,60,65,68,54,68,122,AUS
WWA State Open,2016-10-09,female,Monica Cook,68.50,35,40,-43,45,-50,50,40,50,90,AUS
WWA State Open,2016-10-09,female,Minda Penn,73.00,48,53,56,67,71,-74,56,71,127,AUS
WWA State Open,2016-10-09,female,Danielle Waller,100.90,40,45,50,40,45,50,50,50,100,AUS
WWA State Open,2016-10-09,male,Khada Douglas,67.60,92,97,101,120,125,130,101,130,231,AUS
WWA State Open,2016-10-09,male,Victor Lian,66.90,66,72,-78,-95,95,100,72,100,172,AUS
WWA State Open,2016-10-09,male,Jaime Escalante,63.90,62,-65,-67,80,-85,-85,62,80,142,AUS
WWA State Open,2016-10-09,male,Evan Dorr,88.30,90,93,95,110,115,118,95,118,213,AUS
WWA State Open,2016-10-09,male,Malachi Faamausili-Fala,99.20,75,80,-83,95,100,-105,80,100,180,AUS
WWA State Open,2016-10-09,male,Sean Watkins,67.00,55,60,63,-77,80,-84,63,80,143,AUS
WWA State Open,2016-10-09,male,Brendan Kennedy,88.00,80,83,86,106,112,-116,86,112,198,AUS
WWA State Open,2016-10-09,male,Ilan Josephs,106.90,75,82,86,95,-100,-100,86,95,181,AUS
