event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Manaia Kainuku,47.55,42,44,46,51,54,56,46,56,102,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Gabrielle Mclean,48.05,-38,38,40,-55,-55,-55,40,0,0,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Madison O’boyle,61.15,-64,64,-67,87,90,-93,64,90,154,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Rhonda Ofarrell,63.95,58,60,62,75,-78,78,62,78,140,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Lisa Menchetti,62.50,60,-63,-65,70,75,-80,60,75,135,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Sharni Quinsee,62.05,-44,-48,48,62,-65,-65,48,62,110,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Nicole Velkoski,59.35,45,47,49,55,58,-61,49,58,107,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Joanne Vincentbarwood,59.40,21,23,-25,25,30,-33,23,30,53,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Ruby Carwardine,69.95,69,72,-75,90,95,-100,72,95,167,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Tanaya Quinsee,66.35,59,-63,63,77,80,82,63,82,145,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Jacki Garland,68.20,46,48,50,63,67,-70,50,67,117,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Melissa Daly,65.95,38,40,43,55,59,-62,43,59,102,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Julie Nguyen,72.70,55,58,61,70,75,80,61,80,141,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Marie Dawson,71.25,40,-42,43,50,55,58,43,58,101,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Jen Rewell,78.30,34,-36,36,40,43,46,36,46,82,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Grace Morrison,76.25,32,35,37,44,-47,-47,37,44,81,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,female,Marnike Swanepoel,102.45,55,-58,-60,65,69,-74,55,69,124,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Chris Tingley,60.35,36,38,-40,44,46,48,38,48,86,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Andre Castro,66.00,65,70,75,90,95,102,75,102,177,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Noah Russell,64.35,65,70,75,90,95,-103,75,95,170,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Glenn Mace,66.55,53,57,-62,70,-75,-75,57,70,127,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Carlos Miranda Jr,72.60,77,80,-83,107,110,-115,80,110,190,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Benjamin La Cunza-Watson,67.30,60,65,-68,80,85,88,65,88,153,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Ken Coote,71.30,48,-54,54,61,66,-70,54,66,120,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Nick Difabio,80.05,110,-115,-121,145,154,-163,110,154,264,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Oliver Saxton,80.90,-110,-110,110,-130,130,-140,110,130,240,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,William Forward,74.15,68,-73,76,78,84,-90,76,84,160,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Justin Brown,87.55,85,-90,90,105,110,115,90,115,205,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,John Hartree,83.90,28,33,-38,35,-38,-40,33,35,68,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Phil Gallen,94.80,100,105,110,125,130,132,110,132,242,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Cooper Lindsay,91.80,80,-90,90,110,115,120,90,120,210,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Adrian Frankling,94.20,85,-88,-91,100,,,85,100,185,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Rory Sievwright,90.40,40,43,46,50,-60,60,46,60,106,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Adam Eadie,97.05,-91,91,-96,120,124,-127,91,124,215,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Daniel Moss,100.60,70,-75,75,90,101,105,75,105,180,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Samuel Tate,99.40,61,63,65,85,90,-95,65,90,155,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Reneigh Morley-Hart,105.60,93,-98,102,125,130,134,102,134,236,AUS
WWA State Junior/U23/Masters Championships + Open Competition,2020-03-15,male,Lukas Swanepoel,104.05,62,-65,66,78,-85,-86,66,78,144,AUS
