event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
The Locker Club Comp 2,2014-08-29,female,Samantha D'souza,48.00,30,33,-35,35,40,-45,33,40,73,AUS
The Locker Club Comp 2,2014-08-29,female,Georgina Lock,51.20,50,-55,55,65,70,-72,55,70,125,AUS
The Locker Club Comp 2,2014-08-29,female,Tegan Mansfield,62.00,40,43,45,50,55,58,45,58,103,AUS
The Locker Club Comp 2,2014-08-29,female,Rebecca Patrick,83.10,50,-55,60,70,75,,60,75,135,AUS
The Locker Club Comp 2,2014-08-29,male,Daniel Wubbels,67.60,-70,75,80,90,100,-115,80,100,180,AUS
The Locker Club Comp 2,2014-08-29,male,Philip Mcdowell,74.00,75,80,85,90,95,100,85,100,185,AUS
The Locker Club Comp 2,2014-08-29,male,Garth Vandenende,83.00,70,80,90,100,120,140,90,140,230,AUS
The Locker Club Comp 2,2014-08-29,male,Joel Oliver,79.15,90,95,-100,115,120,126,95,126,221,AUS
The Locker Club Comp 2,2014-08-29,male,John Negoesen,84.70,75,-80,80,100,,,80,100,180,AUS
The Locker Club Comp 2,2014-08-29,male,Jayden Davis,85.00,70,75,80,90,95,98,80,98,178,AUS
The Locker Club Comp 2,2014-08-29,male,Ryan Woodall,87.10,90,100,-110,130,-135,135,100,135,235,AUS
The Locker Club Comp 2,2014-08-29,male,Manasseh Gudgeon,97.30,-100,100,110,130,135,140,110,140,250,AUS
The Locker Club Comp 2,2014-08-29,male,Rob Murrell,126.00,70,80,90,100,110,-120,90,110,200,AUS
The Locker Club Comp 2,2014-08-29,male,Craig Burrows,84.85,50,55,-60,70,-80,80,55,80,135,AUS
The Locker Club Comp 2,2014-08-29,male,Paul Falconer,82.25,35,40,-45,45,-50,55,40,55,95,AUS
