event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Lucy Bongiovanni,48.65,25,27,30,30,35,37,30,37,67,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Emma Hayden,56.50,20,23,-25,27,29,31,23,31,54,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Alexandra Martin,59.40,38,41,-43,45,-48,-49,41,45,86,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Louise Mendes,62.10,30,-35,-35,40,43,46,30,46,76,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Taylor Mesiti,62.70,25,-30,-30,30,35,38,25,38,63,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Brigid Xuereb-Graham,60.35,25,27,30,28,32,-35,30,32,62,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Bronte James,67.95,25,30,35,35,40,-45,35,40,75,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Courtney Mclaughlin,66.05,25,27,31,31,35,40,31,40,71,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Jasmine Caruana,68.60,25,27,-32,30,35,38,27,38,65,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Rebecca Lane,63.70,20,25,26,28,32,38,26,38,64,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Katerina Rebuffo,63.75,25,28,-30,30,33,36,28,36,64,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Jade Sandkhul,63.85,20,25,-30,25,33,38,25,38,63,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Jaida Cowburn,71.65,25,27,30,32,33,36,30,36,66,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Alexandra Kilty,70.55,25,27,30,30,32,33,30,33,63,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,female,Katharine Dicker,78.30,30,33,35,45,48,52,35,52,87,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Daniel Gaul,50.25,-30,30,35,40,45,46,35,46,81,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Frank Mccormack,55.50,33,36,-38,40,42,45,36,45,81,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Jordan Boyd,50.85,25,26,30,35,38,-40,30,38,68,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Andrew Macfarlane,46.05,25,26,-30,35,37,40,26,40,66,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Matt Gaul,47.40,27,-30,-30,35,38,-40,27,38,65,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Mitchell Bonollo,37.15,18,20,23,25,27,30,23,30,53,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Sam Gardiner,40.20,20,23,-25,25,27,30,23,30,53,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,James Delaney,56.10,68,72,75,90,-93,95,75,95,170,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Max Handcock,61.75,40,41,46,57,60,61,46,61,107,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Alexander Ritchie,61.90,40,43,45,60,-61,61,45,61,106,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Brandon Lester,61.50,35,40,45,40,50,55,45,55,100,AUS
Victorian School Champs Day 1 inc School League 4,2013-06-21,male,Nicholas White,60.35,35,-40,40,40,45,48,40,48,88,AUS
