event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,female,Madalene Derksen,48.00,22,25,-27,30,33,35,25,35,60,AUS
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,female,Hayley Ward,55.20,42,45,-47,52,-55,-55,45,52,97,AUS
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,female,Shaylea Eaton,54.90,25,27,30,35,40,-45,30,40,70,AUS
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,female,Marie Saliba,58.30,40,-45,-45,53,56,59,40,59,99,AUS
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,female,Angela Barnas,68.20,35,40,-45,55,60,-65,40,60,100,AUS
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,male,Ty Huston,37.70,16,18,20,23,-25,25,20,25,45,AUS
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,male,Mitchell Daniels,60.30,50,55,60,66,71,-75,60,71,131,AUS
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,male,Jamie Shaw,67.40,55,60,-65,75,80,-85,60,80,140,AUS
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,male,Steve Stockley,77.60,85,-90,-90,105,-110,110,85,110,195,AUS
JME Qld Club Challenge Round 2 - Sunshine Coast,2013-06-01,male,Barry Harden,91.20,70,75,80,90,-100,100,80,100,180,AUS
