event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Open Club Competition 3 / Novice Competition ,2017-04-01,female,Jia Lee,49.82,43,45,-47,52,55,-58,45,55,100,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,female,Olivia D'souza,57.98,40,-43,-43,56,-59,59,40,59,99,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,female,Laya Dunn,61.76,48,52,-57,60,65,-70,52,65,117,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,female,Penelope Hatfield,67.12,36,38,40,45,47,50,40,50,90,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,female,Mary Pekin,68.62,21,22,23,23,25,27,23,27,50,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,David Veli,67.60,70,-75,75,95,100,-103,75,100,175,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,James Naylor-Pratt,82.74,-83,83,88,-113,113,120,88,120,208,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,James Petroni,84.80,-83,83,86,-105,105,111,86,111,197,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,Sean Teasdale,82.90,-110,-110,-112,,,,0,0,0,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,Scott Stokes,86.64,65,70,73,85,90,95,73,95,168,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,Michal Dunski,91.90,-104,104,108,-130,133,140,108,140,248,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,Matt Reynolds,92.44,100,106,-116,120,126,131,106,131,237,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,Rex Kanis,90.48,70,75,80,90,96,100,80,100,180,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,Eamon Mcgovern,90.86,-55,55,57,-75,-80,-85,57,0,0,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,Tim Corby,91.86,75,80,85,100,105,-110,85,105,190,AUS
Open Club Competition 3 / Novice Competition ,2017-04-01,male,Flinders Doyle,100.92,72,-75,-75,96,-101,-101,72,96,168,AUS
