event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld U15 & Youth Championships,2017-05-13,female,Lauren Hastings,46.24,30,33,-36,40,43,-46,33,43,76,AUS
Qld U15 & Youth Championships,2017-05-13,female,Rykah Ross,39.68,27,29,31,35,37,39,31,39,70,AUS
Qld U15 & Youth Championships,2017-05-13,female,Maia Ratana-Leef,47.94,25,28,30,30,34,38,30,38,68,AUS
Qld U15 & Youth Championships,2017-05-13,female,Emily Hinschen,36.88,20,23,25,30,32,35,25,35,60,AUS
Qld U15 & Youth Championships,2017-05-13,female,Bridie Garland,44.48,18,21,26,26,28,34,26,34,60,AUS
Qld U15 & Youth Championships,2017-05-13,female,Amity Salisbury,47.02,24,27,29,28,31,-33,29,31,60,AUS
Qld U15 & Youth Championships,2017-05-13,female,Tahlia Cobb,46.46,21,24,-26,25,29,31,24,31,55,AUS
Qld U15 & Youth Championships,2017-05-13,female,Matilda Duggan,40.04,15,17,18,18,20,22,18,22,40,AUS
Qld U15 & Youth Championships,2017-05-13,female,Kiara Power,31.60,16,18,-20,-19,19,21,18,21,39,AUS
Qld U15 & Youth Championships,2017-05-13,female,Mia Gaudry,52.16,47,50,52,58,61,65,52,65,117,AUS
Qld U15 & Youth Championships,2017-05-13,female,Maddison Power,51.68,43,46,48,55,58,60,48,60,108,AUS
Qld U15 & Youth Championships,2017-05-13,female,Desree Barnes,51.98,38,41,44,50,55,-65,44,55,99,AUS
Qld U15 & Youth Championships,2017-05-13,female,Katie Ward,52.76,19,22,24,27,30,32,24,32,56,AUS
Qld U15 & Youth Championships,2017-05-13,female,Brooke Wylie,55.98,34,37,40,45,49,-53,40,49,89,AUS
Qld U15 & Youth Championships,2017-05-13,female,Breanna Gow,60.50,34,37,40,47,50,53,40,53,93,AUS
Qld U15 & Youth Championships,2017-05-13,female,Maddie Joslin,62.45,32,35,38,53,-55,55,38,55,93,AUS
Qld U15 & Youth Championships,2017-05-13,female,Lillian Poles,60.60,33,-35,36,42,45,48,36,48,84,AUS
Qld U15 & Youth Championships,2017-05-13,female,Shannon Salisbury,62.10,36,39,-41,41,44,-47,39,44,83,AUS
Qld U15 & Youth Championships,2017-05-13,female,Jorja Duggan,59.52,18,20,21,30,33,36,21,36,57,AUS
Qld U15 & Youth Championships,2017-05-13,female,Ella Taylor,58.54,16,18,20,20,24,26,20,26,46,AUS
Qld U15 & Youth Championships,2017-05-13,female,Ella Jones,68.70,40,44,48,50,54,-58,48,54,102,AUS
Qld U15 & Youth Championships,2017-05-13,female,Kylie Salisbury,70.25,37,40,-42,51,54,56,40,56,96,AUS
Qld U15 & Youth Championships,2017-05-13,female,Nikkita Finden,72.35,28,31,33,43,46,48,33,48,81,AUS
Qld U15 & Youth Championships,2017-05-13,female,Saphire Abraham,88.45,68,73,78,91,,,78,91,169,AUS
Qld U15 & Youth Championships,2017-05-13,female,Makayla Dingle,88.60,50,53,58,68,75,80,58,80,138,AUS
Qld U15 & Youth Championships,2017-05-13,female,Tamika Solofa,85.65,40,44,47,52,57,62,47,62,109,AUS
Qld U15 & Youth Championships,2017-05-13,female,Emily Wilderbeek,88.90,32,35,38,40,44,48,38,48,86,AUS
Qld U15 & Youth Championships,2017-05-13,female,Siobhaun Hahn,77.75,32,35,39,42,44,,39,44,83,AUS
Qld U15 & Youth Championships,2017-05-13,female,Hayley Dingle,81.80,30,33,-38,40,42,45,33,45,78,AUS
Qld U15 & Youth Championships,2017-05-13,female,Bronwyn Dunne,94.75,60,63,65,-82,-82,82,65,82,147,AUS
Qld U15 & Youth Championships,2017-05-13,male,Jett Gaffney,55.90,53,57,60,70,75,78,60,78,138,AUS
Qld U15 & Youth Championships,2017-05-13,male,Lochlan Roberts,43.86,33,35,37,44,48,50,37,50,87,AUS
Qld U15 & Youth Championships,2017-05-13,male,Mason Catlow-Elliott,48.14,35,-38,-38,42,47,-53,35,47,82,AUS
Qld U15 & Youth Championships,2017-05-13,male,Luke Bidgood,48.66,28,31,-33,38,41,44,31,44,75,AUS
Qld U15 & Youth Championships,2017-05-13,male,Finn Lamond,36.34,-26,26,29,37,40,-44,29,40,69,AUS
Qld U15 & Youth Championships,2017-05-13,male,Raiden Ross,29.26,-20,22,-24,24,26,28,22,28,50,AUS
Qld U15 & Youth Championships,2017-05-13,male,Asher Manz,29.30,19,-21,-23,-23,25,27,19,27,46,AUS
Qld U15 & Youth Championships,2017-05-13,male,Alfred Cotter,37.14,15,17,20,20,23,26,20,26,46,AUS
Qld U15 & Youth Championships,2017-05-13,male,Chance Saunders,33.88,15,17,19,18,21,23,19,23,42,AUS
Qld U15 & Youth Championships,2017-05-13,male,Oran Barron,44.88,15,17,19,17,20,22,19,22,41,AUS
Qld U15 & Youth Championships,2017-05-13,male,Matthew Eichmann,61.80,77,79,81,96,-98,-98,81,96,177,AUS
Qld U15 & Youth Championships,2017-05-13,male,Cooper Ward,58.52,53,57,-61,63,68,72,57,72,129,AUS
Qld U15 & Youth Championships,2017-05-13,male,Jed Rogers,60.50,-49,49,52,-63,63,-67,52,63,115,AUS
Qld U15 & Youth Championships,2017-05-13,male,Kaia Davis,61.40,-40,43,46,55,60,-65,46,60,106,AUS
Qld U15 & Youth Championships,2017-05-13,male,Tai Pannowitz,56.20,26,29,32,40,42,45,32,45,77,AUS
Qld U15 & Youth Championships,2017-05-13,male,Mathew Laird,66.95,55,60,65,70,75,80,65,80,145,AUS
Qld U15 & Youth Championships,2017-05-13,male,Dillon Fisler,68.25,-59,59,62,67,71,74,62,74,136,AUS
Qld U15 & Youth Championships,2017-05-13,male,Tashaun Solofa,69.90,37,42,47,55,-60,63,47,63,110,AUS
Qld U15 & Youth Championships,2017-05-13,male,Ethan Catlow-Elliott,71.00,80,87,92,100,105,110,92,110,202,AUS
Qld U15 & Youth Championships,2017-05-13,male,Joel Richards,73.60,75,80,85,95,99,103,85,103,188,AUS
Qld U15 & Youth Championships,2017-05-13,male,Jaspa Hope,70.30,61,64,67,88,92,95,67,95,162,AUS
Qld U15 & Youth Championships,2017-05-13,male,Charlton Utz,75.40,58,-62,62,72,76,80,62,80,142,AUS
Qld U15 & Youth Championships,2017-05-13,male,Andrew Deans,76.20,48,52,-55,67,-71,-71,52,67,119,AUS
Qld U15 & Youth Championships,2017-05-13,male,Matthew Van Der Heide,76.15,47,-51,-51,51,56,61,47,61,108,AUS
Qld U15 & Youth Championships,2017-05-13,male,Alexander Loft,73.90,26,29,32,36,40,43,32,43,75,AUS
Qld U15 & Youth Championships,2017-05-13,male,Michael Abraham,83.35,45,50,55,58,63,-68,55,63,118,AUS
Qld U15 & Youth Championships,2017-05-13,male,Angus Ward,82.30,37,40,43,45,49,-52,43,49,92,AUS
Qld U15 & Youth Championships,2017-05-13,male,John Downes,92.55,95,100,105,117,126,-131,105,126,231,AUS
Qld U15 & Youth Championships,2017-05-13,male,Adam Smidt,88.70,80,85,90,108,113,118,90,118,208,AUS
Qld U15 & Youth Championships,2017-05-13,male,Mackenzie Barrington-Jacobi,87.65,46,50,-53,56,60,64,50,64,114,AUS
Qld U15 & Youth Championships,2017-05-13,male,Dane Pannowitz,90.25,28,30,32,35,39,42,32,42,74,AUS
Qld U15 & Youth Championships,2017-05-13,male,Jakob Butterworth,98.45,66,-70,70,-84,87,-90,70,87,157,AUS
Qld U15 & Youth Championships,2017-05-13,male,Jack Goundry,94.30,37,39,-43,49,53,56,39,56,95,AUS
Qld U15 & Youth Championships,2017-05-13,male,Angus Loft,105.05,45,50,-53,50,55,,50,55,105,AUS
