event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2020 Qld Junior & U23 Championships,2020-03-07,female,Mia Gaudry,55.00,57,60,63,73,76,-79,63,76,139
2020 Qld Junior & U23 Championships,2020-03-07,female,Chelsea Nicoll,52.40,51,54,-56,-62,62,69,54,69,123
2020 Qld Junior & U23 Championships,2020-03-07,female,Ailish Rice,53.60,48,51,-54,57,61,-63,51,61,112
2020 Qld Junior & U23 Championships,2020-03-07,female,Lauren Hastings,52.30,41,44,-46,-53,53,60,44,60,104
2020 Qld Junior & U23 Championships,2020-03-07,female,Lily Strange,57.70,62,64,66,73,76,78,66,78,144
2020 Qld Junior & U23 Championships,2020-03-07,female,Hayley Ward,59.00,55,58,-61,75,78,80,58,80,138
2020 Qld Junior & U23 Championships,2020-03-07,female,Alexis Iacovou,59.00,48,52,54,62,66,-70,54,66,120
2020 Qld Junior & U23 Championships,2020-03-07,female,Imogen Blacka,58.90,47,50,53,55,58,61,53,61,114
2020 Qld Junior & U23 Championships,2020-03-07,female,Demi Holdcroft,57.90,39,-42,42,-48,-48,48,42,48,90
2020 Qld Junior & U23 Championships,2020-03-07,female,Katie Ward,57.50,-43,-43,-43,0,0,0,0,0,0
2020 Qld Junior & U23 Championships,2020-03-07,female,Tori Gallegos,63.10,-76,76,80,95,-100,-102,80,95,175
2020 Qld Junior & U23 Championships,2020-03-07,female,Halle Mifsud,61.40,57,61,64,76,80,85,64,85,149
2020 Qld Junior & U23 Championships,2020-03-07,female,Pieta Hansen,61.70,54,58,62,74,79,-88,62,79,141
2020 Qld Junior & U23 Championships,2020-03-07,female,Chloe Watkin,62.50,58,60,-62,72,-75,-75,60,72,132
2020 Qld Junior & U23 Championships,2020-03-07,female,Kirra Csurhes,62.10,56,59,-62,67,-71,73,59,73,132
2020 Qld Junior & U23 Championships,2020-03-07,female,Catie Strout,63.50,55,58,60,66,70,-73,60,70,130
2020 Qld Junior & U23 Championships,2020-03-07,female,Adelaide Utz,61.40,52,54,56,65,68,70,56,70,126
