event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Milton Open Club Competition,2014-07-20,female,Patricia Puente,62.00,24,25,-27,34,-35,-35,25,34,59,AUS
Milton Open Club Competition,2014-07-20,female,Laetitia Grice,66.00,46,-48,-48,56,58,-60,46,58,104,AUS
Milton Open Club Competition,2014-07-20,female,Kylie Smith,70.20,41,-43,43,53,55,-57,43,55,98,AUS
Milton Open Club Competition,2014-07-20,female,Wendy Pakchung,57.95,23,-25,25,32,34,35,25,35,60,AUS
Milton Open Club Competition,2014-07-20,female,Constance Beckingham,73.00,30,-32,-32,-39,41,43,30,43,73,AUS
Milton Open Club Competition,2014-07-20,male,Finn Dargavel,52.10,27,29,30,38,41,42,30,42,72,AUS
Milton Open Club Competition,2014-07-20,male,James Pakchung,76.40,-100,100,-105,125,-130,-130,100,125,225,AUS
Milton Open Club Competition,2014-07-20,male,Jim Harris,75.90,-50,-50,50,-56,56,-57,50,56,106,AUS
Milton Open Club Competition,2014-07-20,male,Jordan Blair,82.45,75,-80,-82,105,-110,-110,75,105,180,AUS
Milton Open Club Competition,2014-07-20,male,Jonathan Pakchung,78.50,-110,-115,-115,-136,-140,-140,0,0,0,AUS
Milton Open Club Competition,2014-07-20,male,Tim Redhead,101.80,76,-81,82,96,102,-107,82,102,184,AUS
