event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
SAWLA State Championships,2018-12-08,female,Linda Kyritsis,54.90,30,35,40,45,50,55,40,55,95,AUS
SAWLA State Championships,2018-12-08,female,Zali Simes,62.10,40,45,47,50,55,-60,47,55,102,AUS
SAWLA State Championships,2018-12-08,female,Joanne Flesfadar,66.70,65,68,71,75,-78,-80,71,75,146,AUS
SAWLA State Championships,2018-12-08,female,Karoline Wulf,82.60,40,-43,-45,-55,55,-60,40,55,95,AUS
SAWLA State Championships,2018-12-08,female,Nichole Schultze,81.50,27,30,32,35,38,40,32,40,72,AUS
SAWLA State Championships,2018-12-08,male,Frank Elliott,81.00,120,125,-132,140,150,-161,125,150,275,AUS
SAWLA State Championships,2018-12-08,male,Arjun Tokhi,76.80,50,55,60,70,75,80,60,80,140,AUS
SAWLA State Championships,2018-12-08,male,Vinh Huynh,74.90,55,60,-66,-76,-80,-80,60,0,0,AUS
SAWLA State Championships,2018-12-08,male,Jackson Howie,81.20,112,-118,120,140,147,151,120,151,271,AUS
SAWLA State Championships,2018-12-08,male,Kieran Eldridge,87.60,105,110,-115,135,141,-147,110,141,251,AUS
SAWLA State Championships,2018-12-08,male,Charles Moore,86.60,-100,-102,105,135,-140,-147,105,135,240,AUS
SAWLA State Championships,2018-12-08,male,Luke Gray,88.40,60,64,-67,79,-83,85,64,85,149,AUS
SAWLA State Championships,2018-12-08,male,John Humphrys,84.10,30,31,-32,39,40,41,31,41,72,AUS
SAWLA State Championships,2018-12-08,male,Thomas Moore,93.20,-110,110,-118,-130,-130,-130,110,0,0,AUS
SAWLA State Championships,2018-12-08,male,Wayne Morgan,101.40,75,80,83,-107,107,111,83,111,194,AUS
SAWLA State Championships,2018-12-08,male,Phong Nguyen,97.40,55,-60,70,80,-87,95,70,95,165,AUS
SAWLA State Championships,2018-12-08,male,Amin Ariaee,107.40,78,83,-88,-90,-90,-90,83,0,0,AUS
SAWLA State Championships,2018-12-08,male,Aaron Gray,109.90,100,105,110,-125,127,132,110,132,242,AUS
SAWLA State Championships,2018-12-08,male,Joseph Panetta,117.70,47,53,58,63,69,-75,58,69,127,AUS
