event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Kim Walker,50.70,37,39,-41,50,52,-54,39,52,91
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Michelle Butler,54.95,28,30,32,38,40,42,32,42,74
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Izabela 	bilska,62.20,53,-55,55,65,-69,-69,55,65,120
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Shannen Swanson,60.60,45,-48,-48,65,70,-73,45,70,115
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Adelaide Utz,67.25,39,42,45,50,53,-56,45,53,98
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Kirsten Nothling,68.00,65,70,-72,85,89,-91,70,89,159
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Bridget Roberts,66.10,35,40,45,45,50,55,45,55,100
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Danica Guest,64.05,30,34,38,48,-52,53,38,53,91
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Amy Siebenhausen,88.95,66,69,71,85,88,-91,71,88,159
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Sharne Booth-Ford,78.15,48,51,53,65,68,-71,53,68,121
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Hayley Dingle,86.75,39,42,45,55,58,61,45,61,106
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Bronwyn Dunne,91.15,65,-68,-68,-87,87,-90,65,87,152
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Makayla Dingle,92.90,57,-60,61,80,-83,-85,61,80,141
Uesaka QLD Club Challenge and League Round 1,2018-01-27,female,Rawena Tairi,91.50,36,37,38,50,-52,52,38,52,90
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Harper Manz,51.55,40,43,45,50,55,60,45,60,105
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Finn Lamond,40.15,30,33,36,40,43,46,36,46,82
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Asher Manz,31.70,23,25,27,30,33,-35,27,33,60
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Matt Nelson,60.30,60,-65,-65,70,-75,75,60,75,135
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Kaia Davis,66.30,56,61,64,76,81,84,64,84,148
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Cooper Ward,64.45,62,-66,-66,77,80,-85,62,80,142
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,David Futo,62.45,50,53,55,65,70,75,55,75,130
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Corey Smith,74.90,85,-90,-90,-115,115,-120,85,115,200
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Matthew Manz,74.00,68,71,-73,101,-105,-106,71,101,172
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Blake Mammarella,85.00,95,100,-108,128,-133,-133,100,128,228
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Colin Schram,84.20,-102,102,-110,124,128,-132,102,128,230
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Anthony Mirandilla,84.75,-75,82,85,95,-102,103,85,103,188
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Ron Fraser,85.20,65,-70,-70,-90,-90,90,65,90,155
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Michael Brett,82.20,55,60,-65,70,75,-80,60,75,135
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Ben Ward,91.65,115,120,123,145,-150,-150,123,145,268
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Shayne Guest,89.05,75,-80,80,100,105,110,80,110,190
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Stephen Johnstone,98.25,-76,76,80,80,90,96,80,96,176
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Scott Mark,101.60,55,60,65,80,85,90,65,90,155
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Regan Hams,101.50,-120,120,-125,145,150,-155,120,150,270
Uesaka QLD Club Challenge and League Round 1,2018-01-27,male,Jack Major,108.55,86,90,95,115,120,125,95,125,220
