event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Commonwealth Y/J/S Championships,2015-10-12,female,Charrae Myers,57.74,60,63,65,75,78,-81,65,78,143,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Matthew Munns,68.67,110,115,118,-134,-134,134,118,134,252,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,James Norman,68.95,95,100,105,127,-134,134,105,134,239,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Aydan McMahon,68.52,101,105,109,126,129,-131,109,129,238,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Francois Etoundi,76.80,130,-135,-135,163,167,-171,130,167,297,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Frank Elliott,76.56,125,130,-135,152,-158,-158,130,152,282,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Leo Lark,76.33,115,-119,119,147,153,-156,119,153,272,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Ryley Porter,75.87,108,112,116,134,140,-144,116,140,256,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Benjamin Shaw,84.42,-128,128,133,-158,158,162,133,162,295,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Liam Larkins,84.45,-124,-124,124,153,-160,160,124,160,284,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Ridge Barredo,92.69,118,124,128,153,160,-165,128,160,288,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Zac Grgurevic,104.62,133,-138,-138,-175,-175,175,133,175,308,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Damon Kelly,145.84,155,160,-165,190,200,206,160,206,366,AUS
Commonwealth Y/J/S Championships,2015-10-12,male,Marcus Lewis,115.86,112,117,121,134,141,146,121,146,267,AUS
