event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
‘Mike Keelan Shield’ Competition,2013-12-21,female,Tegan Napper,47.90,62,-66,-66,76,-84,-84,62,76,138
‘Mike Keelan Shield’ Competition,2013-12-21,female,Robin Parr,46.80,-38,38,42,55,-59,-59,42,55,97
‘Mike Keelan Shield’ Competition,2013-12-21,female,Alana Evans,47.60,18,22,24,30,34,37,24,37,61
‘Mike Keelan Shield’ Competition,2013-12-21,female,Christine Meier,57.80,-71,71,73,89,-91,-91,73,89,162
‘Mike Keelan Shield’ Competition,2013-12-21,female,Jessica Lai,56.80,65,70,73,80,85,-89,73,85,158
‘Mike Keelan Shield’ Competition,2013-12-21,female,Tia-Clair Orr,57.00,55,60,65,70,76,81,65,81,146
‘Mike Keelan Shield’ Competition,2013-12-21,female,Madeline Wu,56.45,43,-47,47,62,66,70,47,70,117
‘Mike Keelan Shield’ Competition,2013-12-21,female,Melissa Robinson,62.30,65,68,-71,85,88,-91,68,88,156
‘Mike Keelan Shield’ Competition,2013-12-21,female,Olivia Lohan,61.95,45,48,50,55,60,62,50,62,112
‘Mike Keelan Shield’ Competition,2013-12-21,female,Michelle Kahi,68.90,73,78,-82,95,100,-103,78,100,178
‘Mike Keelan Shield’ Competition,2013-12-21,female,Laura Rey,65.25,35,37,-40,48,-50,50,37,50,87
‘Mike Keelan Shield’ Competition,2013-12-21,female,Christine Burton,66.20,25,30,35,40,45,50,35,50,85
‘Mike Keelan Shield’ Competition,2013-12-21,female,Anika Wilkins,70.00,15,17,19,15,20,25,19,25,44
‘Mike Keelan Shield’ Competition,2013-12-21,female,Monica Lopez Villarreal,75.35,45,49,52,-63,63,68,52,68,120
‘Mike Keelan Shield’ Competition,2013-12-21,female,Deanne Elliott,93.95,38,43,-46,55,59,62,43,62,105
‘Mike Keelan Shield’ Competition,2013-12-21,female,Tai-Anne Blair,59.30,45,50,53,65,70,75,53,75,128
‘Mike Keelan Shield’ Competition,2013-12-21,female,Catherine Irvin,64.40,20,23,-25,25,28,-30,23,28,51
‘Mike Keelan Shield’ Competition,2013-12-21,female,Constance Beckingham,73.85,27,-29,-30,36,-38,-39,27,36,63
‘Mike Keelan Shield’ Competition,2013-12-21,female,Tanya Blauw,72.55,16,20,22,25,29,32,22,32,54
‘Mike Keelan Shield’ Competition,2013-12-21,male,Harrison Gaffney,54.25,52,56,-60,64,68,72,56,72,128
‘Mike Keelan Shield’ Competition,2013-12-21,male,Dillon Fisler,47.20,32,36,40,40,44,48,40,48,88
‘Mike Keelan Shield’ Competition,2013-12-21,male,Andrei Krasnoff,51.90,25,30,35,25,32,37,35,37,72
‘Mike Keelan Shield’ Competition,2013-12-21,male,Jett Gaffney,31.50,20,22,24,25,28,30,24,30,54
‘Mike Keelan Shield’ Competition,2013-12-21,male,Declan Galligan,31.80,15,17,19,15,17,19,19,19,38
‘Mike Keelan Shield’ Competition,2013-12-21,male,Bodhi Judd,35.90,15,17,18,15,17,19,18,19,37
‘Mike Keelan Shield’ Competition,2013-12-21,male,Caleb Mak,33.50,15,16,-17,15,16,17,16,17,33
‘Mike Keelan Shield’ Competition,2013-12-21,male,James Norman,68.70,86,-91,-91,120,-125,-125,86,120,206
‘Mike Keelan Shield’ Competition,2013-12-21,male,Joshua Mak,67.30,63,-67,67,77,-81,81,67,81,148
‘Mike Keelan Shield’ Competition,2013-12-21,male,Jonathan Pakchung,76.70,108,112,115,-133,136,-140,115,136,251
‘Mike Keelan Shield’ Competition,2013-12-21,male,James Pakchung,76.95,95,-100,100,120,-125,-125,100,120,220
‘Mike Keelan Shield’ Competition,2013-12-21,male,Mitchell Rawlings,76.50,86,91,95,112,117,-122,95,117,212
‘Mike Keelan Shield’ Competition,2013-12-21,male,Patrick Broe,71.40,45,50,55,75,80,85,55,85,140
‘Mike Keelan Shield’ Competition,2013-12-21,male,Kyle Rees,74.30,40,45,50,60,65,70,50,70,120
‘Mike Keelan Shield’ Competition,2013-12-21,male,Amar Melandri,76.30,35,40,-45,50,55,-60,40,55,95
‘Mike Keelan Shield’ Competition,2013-12-21,male,Benjamin Shaw,84.50,117,122,125,147,-151,151,125,151,276
‘Mike Keelan Shield’ Competition,2013-12-21,male,Norman Hanna,82.05,75,-80,80,115,-120,-122,80,115,195
‘Mike Keelan Shield’ Competition,2013-12-21,male,David Lee,81.85,63,69,-73,80,85,90,69,90,159
‘Mike Keelan Shield’ Competition,2013-12-21,male,Lachlan Stewart,78.45,55,60,65,-80,80,87,65,87,152
‘Mike Keelan Shield’ Competition,2013-12-21,male,Leon Evans,81.20,50,55,60,60,68,75,60,75,135
‘Mike Keelan Shield’ Competition,2013-12-21,male,Luke Gardner,93.65,121,-126,-126,160,-165,-171,121,160,281
‘Mike Keelan Shield’ Competition,2013-12-21,male,Jeremy Lewis,91.80,100,-110,110,135,145,150,110,150,260
‘Mike Keelan Shield’ Competition,2013-12-21,male,Douglas Higginson,93.30,100,105,-110,125,130,-135,105,130,235
‘Mike Keelan Shield’ Competition,2013-12-21,male,Ashley Adams,91.00,90,95,100,115,122,-125,100,122,222
‘Mike Keelan Shield’ Competition,2013-12-21,male,Alasdair Macdonald,91.50,65,70,75,100,108,115,75,115,190
‘Mike Keelan Shield’ Competition,2013-12-21,male,Joshua Stenhouse,87.65,40,45,50,50,55,60,50,60,110
‘Mike Keelan Shield’ Competition,2013-12-21,male,Robert Galsworthy,104.65,145,-150,-150,178,183,187,145,187,332
‘Mike Keelan Shield’ Competition,2013-12-21,male,Regan Hams,103.00,-130,130,135,155,-162,-162,135,155,290
‘Mike Keelan Shield’ Competition,2013-12-21,male,Jonathan Coy,97.00,103,107,-111,120,125,130,107,130,237
‘Mike Keelan Shield’ Competition,2013-12-21,male,Michael Criticos,94.65,-60,60,65,80,85,-90,65,85,150
‘Mike Keelan Shield’ Competition,2013-12-21,male,Lachlan Miller,115.10,75,80,-85,95,100,-105,80,100,180
‘Mike Keelan Shield’ Competition,2013-12-21,male,Jordan Evans,109.20,65,70,72,80,85,90,72,90,162
‘Mike Keelan Shield’ Competition,2013-12-21,male,Bobby Sal,78.65,-75,-75,-75,90,-95,-95,0,90,0
‘Mike Keelan Shield’ Competition,2013-12-21,male,George Mamic,85.95,50,-57,60,80,85,90,60,90,150
‘Mike Keelan Shield’ Competition,2013-12-21,male,Thom Kotis,83.45,40,45,50,60,64,67,50,67,117
‘Mike Keelan Shield’ Competition,2013-12-21,male,Tim Redhead,99.30,-67,-67,67,80,85,-87,67,85,152
‘Mike Keelan Shield’ Competition,2013-12-21,male,Peter Foster,118.15,102,107,114,112,120,-125,114,120,234
‘Mike Keelan Shield’ Competition,2013-12-21,male,Pito Levi,110.50,60,65,70,90,95,100,70,100,170
