event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NTWA Australia Day Teams Competition,2020-01-26,female,Elise Lichos,57.76,35,37,-40,45,48,50,37,50,87,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Mandy Hannon,62.80,50,53,55,65,70,72,55,72,127,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Alison Jamieson,60.95,50,53,-56,65,67,70,53,70,123,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Mickayla Perkins,62.25,44,49,53,55,60,65,53,65,118,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Kate Rashleigh,62.95,43,47,-50,63,67,70,47,70,117,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Genevieve Dally,63.05,20,25,-32,30,35,40,25,40,65,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Faith Hohaia,65.90,45,-50,51,63,67,-70,51,67,118,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Dacqmar Guascoine,65.05,40,43,45,50,55,60,45,60,105,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Amy Llewellyn,66.35,35,38,42,48,-51,51,42,51,93,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Helen Lourigan,69.80,25,30,-35,35,40,45,30,45,75,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Karen Kampana,71.40,60,63,65,75,78,80,65,80,145,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Samantha Ping-Nam,72.40,51,55,60,72,75,77,60,77,137,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Josefin Larpe,75.35,40,45,47,50,55,60,47,60,107,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Billie Mckenzie,71.75,35,37,40,-50,50,52,40,52,92,AUS
NTWA Australia Day Teams Competition,2020-01-26,female,Lorelei Williamson,78.05,20,25,-32,35,40,45,25,45,70,AUS
NTWA Australia Day Teams Competition,2020-01-26,male,Aaron Hicks,72.65,92,97,-103,125,130,135,97,135,232,AUS
NTWA Australia Day Teams Competition,2020-01-26,male,Brody Bennett,80.95,85,89,-91,115,120,-122,89,120,209,AUS
NTWA Australia Day Teams Competition,2020-01-26,male,Corey Stagg,87.90,90,97,-102,120,-127,127,97,127,224,AUS
NTWA Australia Day Teams Competition,2020-01-26,male,Ajdin Mujanovic,88.70,90,96,-102,115,125,128,96,128,224,AUS
NTWA Australia Day Teams Competition,2020-01-26,male,Jeremy Wong,84.55,75,83,-88,85,91,-98,83,91,174,AUS
NTWA Australia Day Teams Competition,2020-01-26,male,Daniel Baster,95.80,95,101,106,125,-133,136,106,136,242,AUS
NTWA Australia Day Teams Competition,2020-01-26,male,Joshua Barkley,100.10,60,68,74,90,-95,95,74,95,169,AUS
NTWA Australia Day Teams Competition,2020-01-26,male,Tim Steele,99.90,45,50,55,60,65,70,55,70,125,AUS
