event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
QWA Open competition North Queensland,2020-11-28,female,Shakira Newham,48.35,20,-23,23,28,31,34,23,34,57,AUS
QWA Open competition North Queensland,2020-11-28,female,Robin Parr,53.75,44,47,50,64,67,70,50,70,120,AUS
QWA Open competition North Queensland,2020-11-28,female,Morgan Lund,54.50,-37,37,41,55,59,-61,41,59,100,AUS
QWA Open competition North Queensland,2020-11-28,female,Halle Mifsud,58.15,65,69,75,-95,95,-104,75,95,170,AUS
QWA Open competition North Queensland,2020-11-28,female,Jade Henderson,57.70,55,58,-62,65,70,75,58,75,133,AUS
QWA Open competition North Queensland,2020-11-28,female,Nya Hayman,58.60,46,50,53,57,62,66,53,66,119,AUS
QWA Open competition North Queensland,2020-11-28,female,Emily Furness,57.55,50,-55,-55,-63,63,67,50,67,117,AUS
QWA Open competition North Queensland,2020-11-28,female,Shannon Good,58.95,42,46,50,52,56,60,50,60,110,AUS
QWA Open competition North Queensland,2020-11-28,female,Alex Falkenmire,56.60,35,-38,-40,50,-54,56,35,56,91,AUS
QWA Open competition North Queensland,2020-11-28,female,Jorja Knox,58.10,24,26,28,31,34,37,28,37,65,AUS
QWA Open competition North Queensland,2020-11-28,female,Sarah Cochrane,63.25,90,-95,95,110,114,-117,95,114,209,AUS
QWA Open competition North Queensland,2020-11-28,female,Alecha Mahoney-Piva,62.25,-57,57,62,80,85,-90,62,85,147,AUS
QWA Open competition North Queensland,2020-11-28,female,Rebecca Jakubovsky,62.95,45,49,52,63,-67,67,52,67,119,AUS
QWA Open competition North Queensland,2020-11-28,female,Megan Shelley,62.65,40,43,46,55,59,63,46,63,109,AUS
QWA Open competition North Queensland,2020-11-28,female,Darcy Kay,69.25,80,83,-87,100,105,109,83,109,192,AUS
QWA Open competition North Queensland,2020-11-28,female,Linda Mcnaughton,68.70,57,61,65,85,91,93,65,93,158,AUS
QWA Open competition North Queensland,2020-11-28,female,Penny Tudberry,67.05,60,64,68,72,76,80,68,80,148,AUS
QWA Open competition North Queensland,2020-11-28,female,Tiana Lawton,67.60,50,53,55,-61,62,66,55,66,121,AUS
QWA Open competition North Queensland,2020-11-28,female,Tymaniah Newman,67.70,45,48,-53,-60,60,63,48,63,111,AUS
QWA Open competition North Queensland,2020-11-28,female,Gemma Wright,69.75,40,43,46,55,59,62,46,62,108,AUS
QWA Open competition North Queensland,2020-11-28,female,Tamara Dinsmore,75.20,74,78,82,105,109,-113,82,109,191,AUS
QWA Open competition North Queensland,2020-11-28,female,Emily De Rooy,74.40,66,70,75,93,-97,-100,75,93,168,AUS
QWA Open competition North Queensland,2020-11-28,female,Catrin De Jonge,75.35,63,66,70,81,84,87,70,87,157,AUS
QWA Open competition North Queensland,2020-11-28,female,Meagan Wellby,75.30,58,63,65,83,-86,-93,65,83,148,AUS
QWA Open competition North Queensland,2020-11-28,female,Cassandra Sheahan,79.20,35,39,42,45,50,55,42,55,97,AUS
QWA Open competition North Queensland,2020-11-28,female,Caitlin Keevers,87.00,48,52,56,65,68,72,56,72,128,AUS
QWA Open competition North Queensland,2020-11-28,female,Stephanie Kirk,90.05,42,-45,46,61,64,67,46,67,113,AUS
QWA Open competition North Queensland,2020-11-28,female,Belinda Webber,92.50,37,-41,41,45,49,53,41,53,94,AUS
QWA Open competition North Queensland,2020-11-28,male,Graham Walker,60.15,71,-74,76,90,92,-94,76,92,168,AUS
QWA Open competition North Queensland,2020-11-28,male,Max Strickland,64.25,38,42,46,55,60,65,46,65,111,AUS
QWA Open competition North Queensland,2020-11-28,male,Cooper Knox,62.60,35,39,41,45,50,55,41,55,96,AUS
QWA Open competition North Queensland,2020-11-28,male,David Gilpatrick,72.95,85,-91,91,111,116,-119,91,116,207,AUS
QWA Open competition North Queensland,2020-11-28,male,Bryce Knight,80.25,115,-123,-123,-140,140,-146,115,140,255,AUS
QWA Open competition North Queensland,2020-11-28,male,Shane Squire,80.30,95,100,-105,115,120,125,100,125,225,AUS
QWA Open competition North Queensland,2020-11-28,male,Sean Allen,79.30,88,-93,93,-115,115,-123,93,115,208,AUS
QWA Open competition North Queensland,2020-11-28,male,Aiden Simkin,77.30,80,85,90,100,110,-112,90,110,200,AUS
QWA Open competition North Queensland,2020-11-28,male,Jimmy Radovanovic,76.40,85,-89,-92,105,-110,111,85,111,196,AUS
QWA Open competition North Queensland,2020-11-28,male,Jaspa Hope,88.25,112,117,-120,141,146,151,117,151,268,AUS
QWA Open competition North Queensland,2020-11-28,male,Malcolm Wright,88.95,95,-103,106,120,126,-132,106,126,232,AUS
QWA Open competition North Queensland,2020-11-28,male,Ricardo Rivas,85.05,-75,-75,75,105,112,-118,75,112,187,AUS
QWA Open competition North Queensland,2020-11-28,male,Ty May,86.30,70,-75,77,90,-95,97,77,97,174,AUS
QWA Open competition North Queensland,2020-11-28,male,Luke Wells,83.05,63,67,-71,83,88,-94,67,88,155,AUS
QWA Open competition North Queensland,2020-11-28,male,Mark Henry,92.90,90,98,104,130,138,-141,104,138,242,AUS
QWA Open competition North Queensland,2020-11-28,male,Adam Mcgovern,93.10,80,88,96,105,115,125,96,125,221,AUS
QWA Open competition North Queensland,2020-11-28,male,James Mildren,95.15,74,78,81,95,99,102,81,102,183,AUS
QWA Open competition North Queensland,2020-11-28,male,Michael Brennan,94.40,55,60,-63,75,-80,-85,60,75,135,AUS
QWA Open competition North Queensland,2020-11-28,male,James Tate,91.65,47,50,-53,61,66,70,50,70,120,AUS
QWA Open competition North Queensland,2020-11-28,male,Grant Whittome,91.60,30,33,35,40,-45,50,35,50,85,AUS
QWA Open competition North Queensland,2020-11-28,male,Ignatius Papenga,101.70,106,108,-110,142,-145,-146,108,142,250,AUS
QWA Open competition North Queensland,2020-11-28,male,Eli Rinaldo,99.70,75,80,85,100,108,-115,85,108,193,AUS
QWA Open competition North Queensland,2020-11-28,male,Kelly Weatherstone,108.40,-120,122,-130,-145,145,-155,122,145,267,AUS
QWA Open competition North Queensland,2020-11-28,male,Alain Youdan,108.95,70,75,79,95,100,106,79,106,185,AUS
QWA Open competition North Queensland,2020-11-28,male,Tom Furlong,105.25,75,80,-85,-100,100,-105,80,100,180,AUS
QWA Open competition North Queensland,2020-11-28,male,Luke Gardner,124.10,122,126,130,170,-185,,130,170,300,AUS
QWA Open competition North Queensland,2020-11-28,male,Connor Mckiernan,112.20,100,-110,-115,115,126,135,100,135,235,AUS
QWA Open competition North Queensland,2020-11-28,male,Lachlan Keevers,110.45,-90,-90,90,130,135,140,90,140,230,AUS
