event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Schools' Sport & Recreation Victoria Cup,2014-10-24,female,Lucy Bongiovanni,52.95,40,44,-46,50,55,57,44,57,101,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,female,Courtney O'Neil,51.15,22,24,25,27,29,30,25,30,55,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,female,Madison Schulz,53.75,28,33,38,40,43,45,38,45,83,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,female,Rachel Goodman,65.30,-71,71,-76,90,95,,71,95,166,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,female,Teagan Newman,68.45,40,-43,43,53,56,58,43,58,101,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,female,Courtney Mclaughlin,66.00,40,-44,-44,52,55,-57,40,55,95,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,female,Louise Mendes,74.00,48,-52,52,65,-68,-68,52,65,117,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Andrew Macfarlane,53.10,40,45,-47,50,57,-61,45,57,102,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Sam Gardiner,44.70,32,35,37,42,45,48,37,48,85,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,James Delaney,59.25,80,85,-88,105,-110,-113,85,105,190,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Lachlan Robinson,59.25,70,74,-76,85,-90,-90,74,85,159,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Jacob Macdonald,59.05,45,-50,50,65,70,73,50,73,123,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Bailey Stokes,60.60,40,45,47,50,57,63,47,63,110,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Frank Campisi,61.65,42,45,-48,58,-66,-66,45,58,103,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Samuel Reichler,67.75,55,,,75,,,55,75,130,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Nicholas Chatgoglou,69.00,48,51,54,67,71,74,54,74,128,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Matt Graziano,68.45,30,34,36,45,50,-53,36,50,86,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Jackson Harlock,65.45,23,26,28,27,29,31,28,31,59,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Jayden Dakdouk,69.10,70,75,-80,82,86,90,75,90,165,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Brody Harbinson,73.70,60,63,-66,80,-83,-83,63,80,143,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Kit Lindsay,73.25,45,50,56,63,68,71,56,71,127,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Liam Murray,71.45,45,48,50,50,55,58,50,58,108,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Ethan Veitch,73.50,35,39,40,50,-53,53,40,53,93,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Ashley Greene,75.60,35,-40,40,45,50,-54,40,50,90,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Tyron Boorman,79.45,65,71,-78,86,88,92,71,92,163,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Demitri Bolkas,78.70,60,70,-75,86,89,-95,70,89,159,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Jay Saddington,84.30,73,-76,-76,-85,85,,73,85,158,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Bryce Morgan,85.50,73,77,81,97,102,,81,102,183,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Riley Barnes,86.75,67,74,78,95,102,-106,78,102,180,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Jake Toa,95.15,65,-73,-73,80,85,90,65,90,155,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Bailey Wilson,100.45,58,60,-63,78,82,-86,60,82,142,AUS
Schools' Sport & Recreation Victoria Cup,2014-10-24,male,Nieck Ten-Broek,119.50,48,-53,-53,65,70,73,48,73,121,AUS
