event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Youth Olympic Games,2018-10-06,female,Maddison Power,52.70,58,60,60,75,77,80,60,77,137,AUS
Youth Olympic Games,2018-10-06,male,Jett Gaffney,61.59,80,84,88,106,112,121,88,112,200,AUS
