event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Italian Championships,2021-11-20,female,Eileen Cikamatana,81.00,105,111,-117,130,140,-145,111,140,251,AUS
