event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,female,Robin Parr,43.95,32,35,37,43,46,48,37,48,85,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,female,Madeline Wu,50.85,32,-35,35,46,50,53,35,53,88,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,female,Jessica Edge,56.60,55,59,62,70,75,,62,75,137,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,female,Melissa Robinson,62.70,63,67,-70,85,89,-91,67,89,156,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,female,Bonnie Sleeman,89.05,60,65,70,80,85,90,70,90,160,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,female,Jessica Gilbert,78.10,56,60,63,76,80,-82,63,80,143,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,Liam Hanlon,50.30,40,43,-45,52,55,59,43,59,102,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,Harrison Gaffney,51.90,25,29,32,32,36,40,32,40,72,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,Lincoln Clapham,54.95,21,25,28,33,37,40,28,40,68,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,Joshua Wu,60.80,65,70,75,95,100,105,75,105,180,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,Thien Dinh,57.35,30,35,40,45,50,55,40,55,95,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,David Kristjansson,80.10,55,60,65,75,80,85,65,85,150,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,Eric Wang,80.75,35,40,45,50,55,60,45,60,105,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,Nathaniel Wight,90.65,90,95,-100,115,120,125,95,125,220,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,Jordan Evans,99.45,36,40,42,46,51,54,42,54,96,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,Patrick Galligan,80.90,62,66,70,90,95,-100,70,95,165,AUS
JME Qld Club Challenge Round 1 - Cougars,2013-03-09,male,John Hanlon,88.35,57,60,-65,-82,-86,-86,60,0,0,AUS
