event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NBC 1st Timers' Competition,2022-02-19,female,Tayla Stephens,58.80,-63,63,65,80,84,86,65,86,151,AUS
NBC 1st Timers' Competition,2022-02-19,female,Nya Hayman,63.35,67,70,73,85,88,90,73,90,163,AUS
NBC 1st Timers' Competition,2022-02-19,female,Cathy Fitzgerald,63.20,22,25,28,28,31,35,28,35,63,AUS
NBC 1st Timers' Competition,2022-02-19,female,Mel Lumb,67.35,40,-43,43,60,64,66,43,66,109,AUS
NBC 1st Timers' Competition,2022-02-19,female,Wendy Campbell,69.60,33,-35,35,40,-43,43,35,43,78,AUS
NBC 1st Timers' Competition,2022-02-19,female,Erin Oberem,66.80,25,28,31,35,37,42,31,42,73,AUS
NBC 1st Timers' Competition,2022-02-19,female,Maryanne Long,67.60,30,-34,-34,36,39,41,30,41,71,AUS
NBC 1st Timers' Competition,2022-02-19,female,Charlene Whitton,75.40,34,37,-40,52,55,-57,37,55,92,AUS
NBC 1st Timers' Competition,2022-02-19,female,Joanne Phillips,101.65,50,53,-57,70,-76,76,53,76,129,AUS
NBC 1st Timers' Competition,2022-02-19,male,Eli Frew,76.85,34,36,38,-40,40,43,38,43,81,AUS
NBC 1st Timers' Competition,2022-02-19,male,Zac Schwitter,81.45,-108,108,-116,135,-140,-140,108,135,243,AUS
NBC 1st Timers' Competition,2022-02-19,male,Taj Marsh,92.60,114,121,-126,140,148,-154,121,148,269,AUS
