event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Lauren Hastings,39.85,15,20,23,25,28,30,23,30,53,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Maddison Power,44.70,20,-23,23,25,28,30,23,30,53,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Anika Wilson,54.10,28,31,-33,32,35,40,31,40,71,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Jessica Stojnic,63.00,-55,55,-57,65,67,69,55,69,124,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Laila Estreich,64.35,50,53,55,60,64,-67,55,64,119,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Jen Davis,73.15,60,63,66,85,88,-91,66,88,154,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Kristen Wadwell,92.30,72,75,77,95,100,105,77,105,182,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Bronwyn Dunne,89.15,55,58,-60,73,-77,77,58,77,135,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Tracey Scarsbrook,54.00,30,32,34,42,45,48,34,48,82,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Deborah Hastings,62.10,49,-51,-52,65,68,-71,49,68,117,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Valerie Silver,64.25,25,-27,27,35,38,40,27,41,68,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Kelly Tumata,74.30,-55,55,57,65,67,69,57,76,133,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,female,Nicola Craddock,75.10,35,-36,-36,48,50,52,35,52,87,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Cooper Wilson,55.30,60,63,-69,83,-87,-91,63,83,146,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Jed Rogers,50.55,-33,-33,33,45,-50,-50,33,45,78,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Balin Beister,52.75,17,19,20,19,21,23,21,23,44,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Brandon Wakeling,67.86,75,80,85,100,105,110,85,110,195,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Michael Ward,73.60,95,100,-105,120,125,-130,100,125,225,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Harrison Read-Wilson,74.80,35,38,-40,42,46,-49,38,46,84,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Thomas Marais,86.70,75,82,88,100,105,-110,88,105,193,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Chris Baker-Gabb,91.55,80,85,-90,90,100,103,85,103,188,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Zac Clarkson,86.60,60,-64,64,75,80,85,64,85,149,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Nicholas Morland,88.40,100,104,-108,,,,104,0,0,AUS
Qld Club Challenge Round 2 & Eleiko Club Challenge Qualifying Round – Gold Coast,2016-05-14,male,Callum Hannay,77.00,70,-74,78,90,95,102,78,102,180,AUS
