event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Thicia Acquisto,43.90,28,30,31,39,41,-43,31,41,72,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Reece Todd,33.80,16,18,-21,24,27,30,18,30,48,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Grace Seneviratne,43.10,15,18,-20,15,20,-22,18,20,38,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Phoenix Goodwin,45.85,-43,43,-48,53,56,59,43,59,102,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Jamie Balassopoulos,50.15,20,-22,-22,27,30,-34,20,30,50,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Amber Fielder,58.85,50,53,55,60,65,-68,55,65,120,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Lilly Bishop,57.40,28,31,-33,32,35,38,31,38,69,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Ophelia Murray,56.00,20,22,25,29,33,36,25,36,61,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Olivia Edwards,58.10,15,20,22,20,23,26,22,26,48,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Emily O'Brien,63.45,32,36,-38,47,51,54,36,54,90,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Stephanie Drew,62.85,25,28,-31,36,40,43,28,43,71,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Mary Carajias,62.50,18,20,-25,27,32,37,20,37,57,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Jessica Kang,66.45,28,32,-37,39,42,45,32,45,77,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Billie Hoban,69.90,23,-27,28,30,35,-39,28,35,63,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Maya Ostrowski,69.70,21,-25,25,30,35,-38,25,35,60,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Yindi Hayden-Horan,73.80,44,48,-50,60,-65,-65,48,60,108,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Hayley Turnbull,72.50,30,36,42,44,48,52,42,52,94,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Eirene Carajias,73.60,30,35,-40,43,47,51,35,51,86,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Siena Chumbley-Coutin,72.75,31,35,40,-35,-38,38,40,38,78,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,female,Sage Fenton,84.35,21,24,-27,28,33,-40,24,33,57,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Benjamin Ley,45.30,20,-23,-23,22,25,28,20,28,48,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Nikolai Rayzman,34.80,15,17,-20,20,22,25,17,25,42,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Matthew Damches,66.95,98,103,-106,120,-127,,103,120,223,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Seth Schadendorff,64.25,-66,66,-70,85,90,-95,66,90,156,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Samuel Crough,66.85,45,48,50,52,,,50,52,102,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Max Kovacivic,64.90,40,43,45,48,51,53,45,53,98,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Alexander Mifsud,71.50,75,-78,-80,83,-87,,75,83,158,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Jacob Tout,68.45,63,-68,68,-82,82,87,68,87,155,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Dante Hosking-Mani,68.85,54,58,61,65,70,-73,61,70,131,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Jackson Tinker,68.45,42,46,50,58,63,-70,50,63,113,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Thomas Easton,83.40,58,62,65,73,77,80,65,80,145,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Noah Tarenidis,85.25,45,50,54,58,63,-70,54,63,117,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Tyreese Cruz,95.65,84,-87,-87,105,110,113,84,113,197,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Charlie Grimes,89.85,-53,53,56,60,63,-65,56,63,119,AUS
Victorian School Championships + Sport & Rec Cup + School League 3,2019-09-13,male,Christopher Zago,126.10,65,70,75,90,95,100,75,100,175,AUS
