event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Joe Hensel Memorial Open Competition,2019-11-16,female,Mara Mcgavern,31.90,10,12,14,13,15,17,14,17,31,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Katie Yilmaz,48.30,48,51,-53,61,66,-69,51,66,117,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Zofia Szymanski,57.05,50,53,-54,67,69,71,53,71,124,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,April Morsley,58.25,48,51,-54,60,64,67,51,67,118,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Lenka Suchankova,59.00,35,38,40,43,45,47,40,47,87,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Verity Park,63.80,63,-70,-70,-90,90,-95,63,90,153,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Grace Green,62.25,-58,58,-63,65,70,73,58,73,131,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Jaida Price,60.15,45,50,54,65,70,74,54,74,128,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Emily Beaumont,64.35,50,57,-60,70,74,-78,57,74,131,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Lisa Mcgavern,69.20,31,36,42,50,-55,55,42,55,97,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Claudia Duve,69.35,40,-43,-44,48,52,54,40,54,94,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Gabriella Penna,71.95,45,50,55,65,70,75,55,75,130,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Jessica Green,74.90,45,-49,51,55,60,65,51,65,116,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Mee Jin Roberts,73.50,40,45,50,60,65,-70,50,65,115,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Stephanie Scigala,123.80,58,62,-64,80,84,-88,62,84,146,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Ashlee Robertson,95.50,57,61,-64,77,81,-85,61,81,142,AUS
Joe Hensel Memorial Open Competition,2019-11-16,female,Cherina Rajeevan,88.50,30,33,35,38,41,49,35,49,84,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Deacon Mercieca,47.35,46,50,-54,57,62,65,50,65,115,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Rhys Stewart,66.00,50,55,60,65,70,75,60,75,135,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Max Mcgavern,61.65,46,51,53,57,62,66,53,66,119,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Alexander Lim,66.95,-90,90,96,-123,-126,-126,96,0,0,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Nelson Harris,72.85,105,109,112,128,132,137,112,137,249,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Corey Radford,71.80,75,80,-85,100,-110,-110,80,100,180,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Bouachanh Thongvilu,72.25,68,-74,-77,-85,85,-90,68,85,153,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Andrew Rajeevan,80.60,106,110,113,130,-137,-143,113,130,243,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Yannick Mifsud,75.25,108,-112,-112,120,126,-135,108,126,234,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Adam Edwards,80.10,96,-101,102,120,128,-135,102,128,230,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Liam Pike,74.55,80,85,90,95,100,109,90,109,199,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Michael Lane,87.50,120,125,-130,150,160,-170,125,160,285,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Nicholas Capaldi,86.30,80,87,94,90,,,94,90,184,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Adrian Carey,94.90,108,110,-115,135,140,-147,110,140,250,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Jy Dobija,93.95,85,90,95,105,110,115,95,115,210,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Aidan Ruja,91.05,47,51,55,47,54,60,55,60,115,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Jack Brearley,96.85,100,105,-120,120,125,,105,125,230,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Dan Mcgavern,99.85,95,102,-108,115,120,125,102,125,227,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Troy Mcnamara,98.50,85,92,97,115,120,-131,97,120,217,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Matthew Henry,102.75,108,115,-120,120,135,-140,115,135,250,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Chris Kang,102.80,90,95,100,100,105,110,100,110,210,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Orion Walsh,148.25,120,125,130,150,,,130,150,280,AUS
Joe Hensel Memorial Open Competition,2019-11-16,male,Stephen Craven,116.40,70,-75,76,80,90,95,76,95,171,AUS
