event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Isabella Lowe King,43.05,38,40,41,45,47,49,41,49,90,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Amaris Lee,48.75,46,-50,-50,52,-56,58,46,58,104,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Tessa Job,53.55,64,68,71,78,82,-86,71,82,153,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Ling Ong,53.80,43,46,48,50,53,56,48,56,104,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Brittany Smith,53.35,35,38,40,50,53,-56,40,53,93,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Audrey Naumoski,52.45,32,36,41,42,46,51,41,51,92,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Helena Mackie,54.90,38,41,-43,46,49,-51,41,49,90,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Isabella Rampant,52.10,26,28,30,-36,36,39,30,39,69,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Maria Paradisis,58.35,68,-71,-71,81,,,68,81,149,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Monika Endres,58.25,45,52,-56,56,61,-65,52,61,113,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Xiaole(Joy) Cui,57.45,42,-47,48,55,-61,61,48,61,109,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Yan Lai,58.50,35,40,-43,45,48,50,40,50,90,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Melissa Spain,55.95,20,-22,22,30,-33,-33,22,30,52,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Emily Shaw,62.45,55,-59,-60,75,-80,80,55,80,135,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Katelyn Borg,59.65,28,32,35,37,41,45,35,45,80,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Hayley Adams,67.70,56,60,64,78,82,86,64,86,150,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Katie Webster,67.25,56,60,65,72,76,82,65,82,147,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Rebecca Gulle,65.50,45,48,-52,68,72,76,48,76,124,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Rebecca Mcconnell,64.80,50,53,-55,61,65,-69,53,65,118,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Fiona Conway,74.25,50,53,-56,-56,58,63,53,63,116,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Amanda Hill,79.55,62,65,69,74,-78,78,69,78,147,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Rose Auleebux,79.25,48,51,55,67,71,75,55,75,130,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Shannon Thomas,77.55,40,43,-45,50,55,58,43,58,101,AUS
HWC Alby Dutton Memorial - Coffa Cup Round 3,2022-05-21,female,Tahlia Martin,77.85,32,36,42,44,48,-54,42,48,90,AUS
