event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Katie Yilmaz,52.06,46,50,-53,60,64,-68,50,64,114,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Irene Eng,52.22,48,-51,52,-58,58,61,52,61,113,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Julia Hlaing,52.38,45,48,50,57,61,-64,50,61,111,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Jess Sewastenko,58.00,64,-67,67,85,-90,90,67,90,157,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Alison Cranston,57.90,61,-64,-65,76,-79,-80,61,76,137,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Chloe Todd,58.54,47,-51,-53,59,63,65,47,65,112,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Eunsol Song,57.94,30,-33,33,35,-38,-38,33,35,68,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Fatima Yakubu,61.52,87,90,-92,112,-117,-117,90,112,202,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Sabah Chamoun,64.00,-75,-76,76,100,-106,-106,76,100,176,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Verity Park,62.76,-65,65,-70,92,96,98,65,98,163,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Sarah Lorenzo,63.90,68,72,-75,84,87,90,72,90,162,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Sarah Esteban,61.70,45,49,51,68,72,75,51,75,126,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Taiamoni Pakoti,60.84,40,45,50,60,65,-68,50,65,115,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Sara Gabrielli,63.02,47,-51,-51,-55,55,-58,47,55,102,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Bronte Wood,59.02,30,35,40,50,55,58,40,58,98,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Pauline Acierda,62.54,-40,40,42,47,50,53,42,53,95,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Jenya Semenovska,61.32,30,-33,33,40,43,45,33,45,78,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Jacqueline Nichele,69.44,80,83,-86,100,104,-106,83,104,187,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Sacha Elms,70.54,-69,70,-72,81,-84,-85,70,81,151,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Jessica Fisher,69.75,54,-57,57,65,-70,-72,57,65,122,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Christelle Solivet,67.34,40,43,45,52,55,-58,45,55,100,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Elena Macnamara,66.74,33,36,-38,48,51,-54,36,51,87,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Emily Fenech,75.26,68,72,76,91,96,-100,76,96,172,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Benedicta Gibbs,71.66,40,45,50,60,65,70,50,70,120,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Georgia O'Connor,72.36,45,-50,50,-65,65,-70,50,65,115,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Emmalyne Mitchell,79.76,70,76,-81,90,95,100,76,100,176,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Evie Kennedy,78.82,-65,65,-69,78,-82,-82,65,78,143,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Ashlee Pottinger,76.36,47,50,53,63,68,70,53,70,123,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Eileen Cikamatana,85.86,105,110,-113,130,140,148,110,148,258,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Scout Symons,85.72,50,53,55,70,-75,75,55,75,130,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Cherina Rajeevan,86.64,31,33,35,50,-53,53,35,53,88,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Dimitra Tsiliaskopoulos,92.46,75,80,-82,100,105,108,80,108,188,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Ashlee Robertson,103.60,53,57,-62,75,-80,82,57,82,139,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Lauren Knaggs,107.20,-40,40,45,60,65,-70,45,65,110,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,female,Danica Hampton,98.78,-76,80,-83,-96,-96,-96,80,0,0,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Harrison Nguyen,54.82,70,73,75,-83,83,88,75,88,163,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Deacon Mercieca,54.40,62,65,67,80,84,86,67,86,153,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Peter Ali,54.76,60,64,-67,85,-91,-91,64,85,149,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Nelson Cheng,58.14,58,-63,66,77,82,-86,66,82,148,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Gordon Fu,66.54,-98,98,101,-115,115,120,101,120,221,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Max Mcgavern,65.36,65,70,75,95,100,-105,75,100,175,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Francis Pang,65.60,60,-64,66,-82,82,86,66,86,152,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Danny Doan,66.60,50,60,65,65,75,85,65,85,150,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Joshua Younan,64.44,50,54,57,70,74,77,57,77,134,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Haiyang Zhang,72.78,105,110,-111,130,135,140,110,140,250,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Nelson Harris,72.64,105,-110,-112,135,140,145,105,145,250,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Nicholas Predkowski,72.70,108,112,-115,125,-130,130,112,130,242,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Alan Hayek,70.26,95,99,-101,120,125,128,99,128,227,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Rick Saha,68.74,87,91,95,120,-125,-126,95,120,215,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Jack Yang,71.32,90,93,-95,105,110,-113,93,110,203,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Tyrell Navarro,71.54,83,87,90,95,100,105,90,105,195,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Vincent Wang,69.16,80,85,-87,100,105,-110,85,105,190,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Wesley Truong,71.36,80,-85,-85,95,100,105,80,105,185,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Bouachanh Thongvilu,72.76,70,74,78,92,94,-100,78,94,172,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Rhys Stewart,67.92,-74,74,-78,90,95,-100,74,95,169,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Joshua Wu,78.40,115,119,122,151,-157,-160,122,151,273,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Leo Manny,80.74,-115,-115,115,145,-150,-150,115,145,260,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Alex Hersey,80.74,110,115,-120,-140,141,-145,115,141,256,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Yannick Mifsud,77.02,112,116,-120,135,-141,-145,116,135,251,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Ricky Huang,81.00,105,110,114,-134,134,-142,114,134,248,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Martin-Khai Tran,80.20,105,-110,112,126,-131,-133,112,126,238,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Neil Cuizon,79.40,95,100,103,125,130,-135,103,130,233,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Hayden Alcorn,80.76,97,-102,103,120,125,128,103,128,231,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Brent Taylor,79.96,94,97,-100,120,-126,-126,97,120,217,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Trent La,79.66,80,85,90,105,110,115,90,115,205,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Tyrese Bernaldo,79.16,80,83,-85,105,109,112,83,112,195,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Jonathan Miu,80.16,-80,80,83,100,105,110,83,110,193,AUS
NSW U15/U17/Senior Championships and 85th Anniversary Open,2020-11-27,male,Corey Radford,73.70,70,76,81,85,90,105,81,105,186,AUS
