event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Stay True Open Club Competition,2016-12-17,female,Merinda Miegel,46.60,15,16,17,20,22,25,17,25,42,AUS
Stay True Open Club Competition,2016-12-17,female,Carley Odonnell,50.55,20,22,24,29,32,-35,24,32,56,AUS
Stay True Open Club Competition,2016-12-17,female,Jemma Cowper,54.65,38,-41,41,57,59,61,41,61,102,AUS
Stay True Open Club Competition,2016-12-17,female,Anna Murley,56.95,-26,26,28,37,39,41,28,41,69,AUS
Stay True Open Club Competition,2016-12-17,female,Kailea Winn,64.45,52,55,58,65,68,71,58,71,129,AUS
Stay True Open Club Competition,2016-12-17,female,Kirra Chandler,69.35,24,27,30,35,39,41,30,41,71,AUS
Stay True Open Club Competition,2016-12-17,female,Niki Davis,52.25,20,22,25,30,32,35,25,35,60,AUS
Stay True Open Club Competition,2016-12-17,female,Telia Dennis,97.45,33,35,37,44,47,50,37,50,87,AUS
Stay True Open Club Competition,2016-12-17,female,Kimberley King,101.65,30,33,36,40,-43,46,36,46,82,AUS
Stay True Open Club Competition,2016-12-17,male,Lincoln Mcintyre,54.80,53,55,60,67,72,77,60,77,137,AUS
Stay True Open Club Competition,2016-12-17,male,Joshua Fiedler,79.40,45,48,51,60,65,70,51,70,121,AUS
Stay True Open Club Competition,2016-12-17,male,Joey Collins,92.90,105,110,-116,142,146,150,110,150,260,AUS
Stay True Open Club Competition,2016-12-17,male,Taylor Meads,89.40,48,52,55,68,73,77,55,77,132,AUS
Stay True Open Club Competition,2016-12-17,male,Thomas O'Brien,135.90,70,75,80,90,95,100,80,100,180,AUS
