meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Summertime in the LBwC 2022,2022-08-14,Open Men's 89kg,Tariq Miller,88.45,96,100,105,-138,142,150,105,150,255
Summertime in the LBwC 2022,2022-08-12,Men's Masters (35-39) 102kg,Daniel Garcilazo,98.45,-100,-102,105,136,-140,0,105,136,241
Summertime in the LBwC 2022,2022-08-14,Open Men's 102kg,Jack Van Dam,101.3,95,100,105,130,135,-140,105,135,240
Summertime in the LBwC 2022,2022-08-14,Open Men's 102kg,Michael Estrada Jr,97.45,95,-100,-100,128,133,137,95,137,232
Summertime in the LBwC 2022,2022-08-14,Open Men's 96kg,Bryce Schimmers,93.55,97,101,107,113,118,123,107,123,230
Summertime in the LBwC 2022,2022-08-13,Men's Masters (40-44) 96kg,Victor Ng,94.75,95,100,105,115,117,125,105,125,230
Summertime in the LBwC 2022,2022-08-13,Open Men's 89kg,Hansen Lu,88.8,91,96,101,115,124,-130,101,124,225
Summertime in the LBwC 2022,2022-08-12,Open Men's 81kg,Jerry Wu,79.95,92,96,100,-118,120,125,100,125,225
Summertime in the LBwC 2022,2022-08-14,Open Men's 81kg,Isaiah Staples,80.85,88,90,92,120,122,130,92,130,222
Summertime in the LBwC 2022,2022-08-14,Open Men's 102kg,Juan Elizondo,100.65,100,-103,105,116,-121,-121,105,116,221
Summertime in the LBwC 2022,2022-08-14,Open Men's 96kg,Chris Wong,90.5,91,-96,-100,-125,130,-140,91,130,221
Summertime in the LBwC 2022,2022-08-14,Open Men's 81kg,Macty Castellanos,80.7,90,93,-97,118,123,-128,93,123,216
Summertime in the LBwC 2022,2022-08-13,Open Men's 102kg,Jesse Worden,100.5,85,90,95,107,115,-122,95,115,210
Summertime in the LBwC 2022,2022-08-13,Men's Masters (55-59) 102kg,James Roudebush,100.55,85,90,95,-108,112,115,95,115,210
Summertime in the LBwC 2022,2022-08-13,Junior Men's +109kg,Brandon Hernandez,112.6,93,96,-100,107,111,-115,96,111,207
Summertime in the LBwC 2022,2022-08-12,Open Men's 81kg,Daniel Rodriguez,76.3,83,87,92,107,108,115,92,115,207
Summertime in the LBwC 2022,2022-08-14,Junior Men's 89kg,Andrew Arvizo,83.55,85,88,92,-110,-112,112,92,112,204
Summertime in the LBwC 2022,2022-08-13,Open Men's 96kg,Anthony Ramos,92.7,-92,92,-95,110,-115,-115,92,110,202
Summertime in the LBwC 2022,2022-08-14,Open Women's +87kg,Megan Bradley,97.3,81,84,87,105,109,114,87,114,201
Summertime in the LBwC 2022,2022-08-13,Open Men's 73kg,Patrick Gonzales,70.4,91,93,95,106,-110,-110,95,106,201
Summertime in the LBwC 2022,2022-08-14,Men's Masters (40-44) 96kg,Anthony Sosa,95.45,-85,85,88,-113,-113,113,88,113,201
Summertime in the LBwC 2022,2022-08-13,Open Men's 81kg,George cruz,80.05,82,-85,85,109,114,-118,85,114,199
Summertime in the LBwC 2022,2022-08-14,Open Men's 67kg,Jhovany Luna,66.85,82,85,-90,105,110,-116,85,110,195
Summertime in the LBwC 2022,2022-08-14,Men's Masters (45-49) 89kg,Adam Tourkow,87.4,-77,80,83,102,108,111,83,111,194
Summertime in the LBwC 2022,2022-08-13,Junior Men's +109kg,Henry Manukyan,168.15,80,-83,85,-98,104,-110,85,104,189
Summertime in the LBwC 2022,2022-08-13,Open Men's 81kg,Joshua Castro,78.3,-83,83,-87,101,105,-110,83,105,188
Summertime in the LBwC 2022,2022-08-13,Open Men's 81kg,Kenneth Alegre,76.25,75,80,-85,-102,-102,107,80,107,187
Summertime in the LBwC 2022,2022-08-13,Open Men's 109kg,Kevin Morado,104.6,70,75,80,100,106,-111,80,106,186
Summertime in the LBwC 2022,2022-08-14,Men's Masters (40-44) 73kg,James Adrian,72.65,-82,82,-85,102,-111,-111,82,102,184
Summertime in the LBwC 2022,2022-08-14,Open Women's +87kg,Ashley Malone,94.65,82,86,90,93,-98,-102,90,93,183
Summertime in the LBwC 2022,2022-08-13,Open Men's 96kg,Johnathan Bailey,94.85,75,-80,-83,-105,107,-112,75,107,182
Summertime in the LBwC 2022,2022-08-13,Open Men's 89kg,Aaron Gecolea,82.95,70,74,-81,102,-105,106,74,106,180
Summertime in the LBwC 2022,2022-08-14,Men's 16-17 Age Group 81kg,Bobby Lopez,80,75,78,80,94,-98,98,80,98,178
Summertime in the LBwC 2022,2022-08-13,Junior Men's 89kg,justin Larsen,88.4,73,77,-80,-98,101,-104,77,101,178
Summertime in the LBwC 2022,2022-08-14,Open Women's 71kg,SOPHIA HARIK,70.9,69,72,75,-93,97,100,75,100,175
Summertime in the LBwC 2022,2022-08-13,Open Men's 109kg,Young Jo,103.65,68,70,73,-96,99,101,73,101,174
Summertime in the LBwC 2022,2022-08-13,Open Men's 96kg,Anthony Galicia,93.3,66,69,-73,-97,99,102,69,102,171
Summertime in the LBwC 2022,2022-08-13,Open Men's 73kg,Jordan Rey,72.45,65,70,75,85,90,-95,75,90,165
