meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Fall Face Off 2022,2022-10-29,Open Men's 109kg,Mohammad Hashemian,108.12,120,-125,-126,150,156,-160,120,156,276
Fall Face Off 2022,2022-10-29,Open Men's 89kg,Joshua Saetern,85.99,113,116,-119,136,141,145,116,145,261
Fall Face Off 2022,2022-10-29,Open Men's 96kg,Robert Crowl,95.73,103,107,110,123,128,132,110,132,242
Fall Face Off 2022,2022-10-29,Open Men's 81kg,VU TRUONG,74.07,102,105,-110,126,133,-137,105,133,238
Fall Face Off 2022,2022-10-29,Open Men's 73kg,David Blatt,70.87,100,103,-105,118,122,-126,103,122,225
Fall Face Off 2022,2022-10-29,Open Men's 67kg,Felix Lien,66.85,95,99,-103,111,116,121,99,121,220
Fall Face Off 2022,2022-10-29,Men's 16-17 Age Group 81kg,Cole Hansen,77.49,85,91,97,115,-121,121,97,121,218
Fall Face Off 2022,2022-10-29,Men's Masters (35-39) 89kg,Isileli Fusitua,87.48,89,-95,96,105,114,120,96,120,216
Fall Face Off 2022,2022-10-29,Open Men's 89kg,Sean Thai,88.42,95,100,102,108,112,-116,102,112,214
Fall Face Off 2022,2022-10-29,Open Men's 89kg,Skylar  Khamphou,86.9,87,91,97,108,-112,115,97,115,212
Fall Face Off 2022,2022-10-29,Open Men's +109kg,Henry Manukyan,173.11,82,84,-87,114,-121,-121,84,114,198
Fall Face Off 2022,2022-10-29,Open Men's 81kg,Zachary Gordo,77.41,80,87,-90,100,108,110,87,110,197
Fall Face Off 2022,2022-10-29,Men's Masters (45-49) +109kg,Eric Rosenblum,113.1,80,-85,87,105,-110,-113,87,105,192
Fall Face Off 2022,2022-10-29,Open Men's 67kg,Isamu Harrison,66.13,78,82,85,100,105,-110,85,105,190
Fall Face Off 2022,2022-10-29,Open Women's 76kg,Bailee Pharris,75.8,73,77,80,93,97,-100,80,97,177
Fall Face Off 2022,2022-10-29,Open Women's 81kg,Stefani Warnick,80.6,77,80,83,90,93,-96,83,93,176
Fall Face Off 2022,2022-10-29,Open Men's 81kg,Froilan Dinco Jr,75.19,72,76,80,90,95,-100,80,95,175
Fall Face Off 2022,2022-10-29,Open Men's 89kg,Alphonso Jimenez,85.94,66,71,75,86,90,95,75,95,170
