meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Full Tilt Spring Classic,2019-04-06,Open Men's 109kg,Daniel McCoy,103.3,93,96,100,130,133,-135,100,133,233
Full Tilt Spring Classic,2019-04-06,Open Men's 89kg,Doug Jessup,86,95,100,105,117,122,127,105,127,232
Full Tilt Spring Classic,2019-04-06,Open Men's 89kg,Samuel Perez,84.1,-96,-102,102,120,-127,-131,102,120,222
Full Tilt Spring Classic,2019-04-06,Open Men's 102kg,Isaac Wendt,98.6,85,89,-94,110,115,121,89,121,210
Full Tilt Spring Classic,2019-04-06,Open Men's 89kg,Trevor Ashe,87.6,80,85,-90,105,110,115,85,115,200
Full Tilt Spring Classic,2019-04-06,Open Men's 73kg,Tyler Holt,70.1,75,80,-87,100,105,107,80,107,187
Full Tilt Spring Classic,2019-04-06,Open Women's 71kg,Cassandra Smith,69.3,83,87,-90,95,-98,98,87,98,185
Full Tilt Spring Classic,2019-04-06,Open Men's 81kg,Andrew Cazier,78.2,68,73,-77,97,102,-105,73,102,175
Full Tilt Spring Classic,2019-04-06,Open Women's 76kg,Cheyenne Neal,75.8,65,71,-75,88,93,-97,71,93,164
Full Tilt Spring Classic,2019-04-06,Women's Masters (35-39) 55kg,Emily Baskin,54.9,62,64,-66,-87,87,-90,64,87,151
Full Tilt Spring Classic,2019-04-06,Open Women's 71kg,Lauren Berger,67,50,54,58,60,64,68,58,68,126
Full Tilt Spring Classic,2019-04-06,Open Women's 59kg,Joanna Puryear,57.6,56,-60,-62,63,-66,-66,56,63,119
Full Tilt Spring Classic,2019-04-06,Open Men's 55kg,Alexander Cazier,51.6,45,-48,-48,70,-75,-75,45,70,115
Full Tilt Spring Classic,2019-04-06,Open Women's 49kg,breanna wilde,48.7,43,-47,49,61,65,-70,49,65,114
Full Tilt Spring Classic,2019-04-06,Open Women's 64kg,Brieanna Rakoski,62.2,46,48,-51,58,62,65,48,65,113
Full Tilt Spring Classic,2019-04-06,Women's Masters (45-49) 64kg,Jeni Davaz,61.4,43,47,50,56,60,-68,50,60,110
Full Tilt Spring Classic,2019-04-06,Women's 16-17 Age Group 64kg,Lily Russert,61.7,60,65,70,-75,-75,-75,70,0,70
