meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Folsom Open 1,2020-02-01,Men's Masters (35-39) 109kg,Charles Shipman,108.9,109,112,-115,130,-137,137,112,137,249
Folsom Open 1,2020-02-01,Men's Masters (35-39) 96kg,Brad Alexander,89,-103,103,105,-128,128,130,105,130,235
Folsom Open 1,2020-02-01,Open Men's 81kg,Patrick Chuchu,77.8,80,85,87,103,108,113,87,113,200
Folsom Open 1,2020-02-01,Men's Masters (40-44) 96kg,Dave Livermore,89,87,89,91,-100,100,105,91,105,196
Folsom Open 1,2020-02-01,Men's Masters (35-39) 109kg,Tyler Pinkney,103.2,82,-87,-90,97,102,106,82,106,188
Folsom Open 1,2020-02-01,Men's Masters (35-39) 55kg,Ajay Goel,54.9,75,80,83,95,100,103,83,103,186
Folsom Open 1,2020-02-01,Men's Masters (40-44) 73kg,Derrick Lee,71.9,72,74,76,100,102,-104,76,102,178
Folsom Open 1,2020-02-01,Open Women's 59kg,Karine Tran,58.98,70,73,75,92,94,96,75,96,171
Folsom Open 1,2020-02-01,Men's 16-17 Age Group 89kg,Isaiah Mitchell,84.7,71,73,75,88,91,93,75,93,168
Folsom Open 1,2020-02-01,Men's 16-17 Age Group 73kg,Isaiah Mitchell,67.8,71,73,75,88,91,93,75,93,168
Folsom Open 1,2020-02-01,Women's Masters (45-49) +87kg,Maika Godwin,98.9,65,70,75,80,85,90,75,90,165
Folsom Open 1,2020-02-01,Open Women's 71kg,Vasiliki Fkiaras,68.2,68,-71,74,85,89,-93,74,89,163
Folsom Open 1,2020-02-01,Men's 16-17 Age Group 73kg,Dorian Blackwell,69.9,63,65,67,87,90,93,67,93,160
Folsom Open 1,2020-02-01,Open Women's 76kg,Kenzeem Goldstein,73,67,72,-75,80,85,-88,72,85,157
Folsom Open 1,2020-02-01,Open Women's 64kg,Rita Benavidez,63.5,61,63,66,80,85,87,66,87,153
Folsom Open 1,2020-02-01,Women's Masters (50-54) 71kg,Katherine Redcher Bowling,66,60,64,66,80,84,86,66,86,152
Folsom Open 1,2020-02-01,Women's Masters (50-54) 71kg,Katherine Redcher Bowling,66,60,64,66,80,84,86,66,86,152
Folsom Open 1,2020-02-01,Men's Masters (35-39) 61kg,Jose Canas,59.9,61,65,-70,77,82,86,65,86,151
Folsom Open 1,2020-02-01,Open Men's 61kg,Jose Canas,59.9,61,65,-70,77,82,86,65,86,151
Folsom Open 1,2020-02-01,Men's Masters (50-54) 81kg,Steve Crane,80.2,60,63,66,75,80,85,66,85,151
Folsom Open 1,2020-02-01,Women's Masters (45-49) 59kg,Wendy Spies,55,64,-66,66,73,76,-78,66,76,142
Folsom Open 1,2020-02-01,Open Men's 96kg,Mathew Campbell,91.2,55,58,60,73,76,80,60,80,140
Folsom Open 1,2020-02-01,Open Women's 64kg,Dao Tran,62.5,50,55,-61,65,70,75,55,75,130
Folsom Open 1,2020-02-01,Open Women's 64kg,Nairobi Romero,62.5,60,0,0,70,0,0,60,70,130
Folsom Open 1,2020-02-01,Open Women's 71kg,Angelica Cantrell,69.8,53,-55,55,71,-73,-73,55,71,126
Folsom Open 1,2020-02-01,Women's Masters (45-49) 59kg,Amorn Ewing,58.9,41,44,-48,60,65,-72,44,65,109
Folsom Open 1,2020-02-01,Women's 16-17 Age Group +81kg,madison lew,89.9,40,42,-44,53,55,57,42,57,99
Folsom Open 1,2020-02-01,Women's Masters (35-39) 71kg,Krista Cosert,69.4,35,37,40,40,45,50,40,50,90
Folsom Open 1,2020-02-01,Women's 16-17 Age Group 59kg,Grace Fargen,55.9,27,-30,30,39,42,-45,30,42,72
Folsom Open 1,2020-02-01,Women's 13 Under Age Group 45kg,Abigail Wunderlich,43.4,16,18,20,25,27,29,20,29,49
