meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
The Big Boy Qualifier,2014-11-01,Open Men's 94 kg,Dontre' Douse,92.5,95,95,105,122,122,122,105,122,227
The Big Boy Qualifier,2014-11-01,Open Men's 85 kg,Shawn Bissen,84,87,90,90,110,111,111,90,111,201
The Big Boy Qualifier,2014-11-01,Open Men's 69 kg,Chance Clark,67,75,85,85,100,105,110,85,110,195
The Big Boy Qualifier,2014-11-01,Open Men's 77 kg,Zaire Anderson,69.9,80,85,85,107,107,107,85,107,192
The Big Boy Qualifier,2014-11-01,Men's 14-15 Age Group 69 kg,Fredrick Nunn,67,60,67,74,85,90,95,74,95,169
The Big Boy Qualifier,2014-11-01,Open Women's 69 kg,Sydney Dielmann,67,58,65,67,77,83,83,67,83,150
The Big Boy Qualifier,2014-11-01,Open Women's 69 kg,Adrianna Hanebrink,66.6,65,65,65,80,83,83,65,83,148
The Big Boy Qualifier,2014-11-01,Men's 13 Under Age Group +69 Kg,Jaylien Duncan,70.7,62,66,69,77,77,77,69,77,146
The Big Boy Qualifier,2014-11-01,Men's 14-15 Age Group 77 kg,Tayon Vereen,75.8,50,55,60,67,75,80,60,80,140
The Big Boy Qualifier,2014-11-01,Men's 13 Under Age Group 56 Kg,Eugene Sanchell,53.1,50,55,60,70,75,75,60,75,135
The Big Boy Qualifier,2014-11-01,Women's 16-17 Age Group 53 kg,Alexandra Hamilton,53,53,53,54,80,80,80,54,80,134
The Big Boy Qualifier,2014-11-01,Men's 13 Under Age Group 44kg,Terry Roberson,42.8,50,53,56,67,72,72,56,72,128
The Big Boy Qualifier,2014-11-01,Women's 13 Under Age Group +58 Kg,Na'Erykah Goodwin,74.4,49,52,55,67,70,72,55,72,127
The Big Boy Qualifier,2014-11-01,Women's 13 Under Age Group +58 Kg,Nia Walker,79.2,49,53,53,65,67,70,53,70,123
The Big Boy Qualifier,2014-11-01,Women's 14-15 Age Group +69 kg,Daisja Golden,83.5,37,42,47,47,55,62,47,62,109
The Big Boy Qualifier,2014-11-01,Women's 13 Under Age Group +58 Kg,Janiah Jones,64.3,34,37,40,47,47,50,40,50,90
The Big Boy Qualifier,2014-11-01,Women's 13 Under Age Group +58 Kg,Tacara Frazier,70.6,25,25,30,40,42,45,30,45,75
The Big Boy Qualifier,2014-11-01,Men's 13 Under Age Group 35 Kg,Stacy Jones,33.2,22,25,27,30,35,35,27,35,62
The Big Boy Qualifier,2014-11-01,Women's 13 Under Age Group +58 Kg,Trinity Burroughs,93.2,19,22,27,27,27,32,27,32,59
The Big Boy Qualifier,2014-11-01,Women's 13 Under Age Group 35kg,Tayla Vereen,34.3,10,15,17,20,25,25,17,25,42
The Big Boy Qualifier,2014-11-01,Women's 13 Under Age Group 31kg,Na'Chelle Thomas,29.5,10,14,14,20,23,23,14,23,37
