meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 105 kg,Doug Clouse,98.5,90,-93,93,115,120,-125,93,120,213
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 77 kg,Jacob Hilowitz,76.4,90,93,-96,115,-120,-120,93,115,208
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 85 kg,Skyler Jayne,84.2,75,80,85,105,110,115,85,115,200
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 77 kg,Cole Hanna,71,87,-90,-90,100,105,-110,87,105,192
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Women's +75 Kg,Rebecca Walker,95.9,80,-83,83,100,105,-110,83,105,188
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's+105 kg,David Meltzer,105.2,73,75,77,93,-97,-97,77,93,170
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 77 kg,Porter Pace,74.6,65,70,74,90,95,-100,74,95,169
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 85 kg,Schuyler Allen,80.6,70,74,77,80,85,90,77,90,167
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Women's Masters (35-39) 75 kg,Jessica Walters,70.5,63,67,70,85,90,95,70,95,165
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 69 kg,Isaac Young,63.1,63,67,70,80,84,87,70,87,157
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 62 kg,Jared Clouse,60.8,63,67,-71,75,80,84,67,84,151
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Women's 63 kg,Angelique Matsushima,59.8,63,66,69,78,81,-84,69,81,150
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Women's 14-15 Age Group 58 kg,Peyton Brown,57.8,-62,-62,62,-77,77,81,62,81,143
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Women's Masters (40-44) 58 kg,Jenny Clouse,57.7,60,-63,63,-77,77,80,63,80,143
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's+105 kg,Matthew Herbert,107.7,57,60,63,75,80,-84,63,80,143
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Women's 63 kg,Morgan Huppenthal,61.2,63,-66,66,70,75,-80,66,75,141
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Women's 69 kg,Morgan Loar,66.2,55,58,-61,65,69,73,58,73,131
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Women's 58 kg,Nicole Mercato,56.8,53,56,-59,64,68,-71,56,68,124
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Women's 53 kg,Alexa DuMity,52.4,50,53,56,54,58,63,56,63,119
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Women's 63 kg,Emily Tucker,62.1,-50,53,-56,60,64,-68,53,64,117
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 62 kg,Jacob Leggio,58.5,42,46,-50,55,60,65,46,65,111
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Women's 75 kg,Kayla Jernigan,72.8,40,43,46,50,54,58,46,58,104
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Men's 105 kg,Howard Herbert,101.3,35,40,-45,45,50,55,40,55,95
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Open Women's +75 Kg,Melissa Faubus,103.4,80,83,87,-95,-96,-100,87,0,87
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Men's 13 Under Age Group 39kg,Luke Clouse,37.3,-33,33,-36,40,43,46,33,46,79
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Men's 13 Under Age Group 44kg,mark brooks,40.7,20,22,24,24,27,30,24,30,54
Last Chance Qualifier for Youth Nationals and Open,2016-05-21,Women's 13 Under Age Group 44kg,Kale'a Mason,40.8,19,21,22,25,27,-28,22,27,49
