meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Emerald Isle Open,2017-05-06,Open Men's 105 kg,Daniel Draughn,103.91,102,-106,110,130,135,-140,110,135,245
Emerald Isle Open,2017-05-06,Open Men's 77 kg,Roethlisberger Roman,75.73,-84,84,90,105,-110,-110,90,105,195
Emerald Isle Open,2017-05-06,Open Men's 85 kg,Jeff Holland,84.9,70,77,82,98,104,-110,82,104,186
Emerald Isle Open,2017-05-06,Open Men's 69 kg,Charles Wilson,68.84,70,73,-77,93,97,-101,73,97,170
Emerald Isle Open,2017-05-06,Open Men's 85 kg,Adam Tritschler,83.84,70,75,-80,85,90,-95,75,90,165
Emerald Isle Open,2017-05-06,Open Men's 94 kg,William Kelly,91.6,65,-68,-68,89,91,93,65,93,158
Emerald Isle Open,2017-05-06,Open Women's 75 kg,Megan McMartin,69.82,56,61,-65,74,79,88,61,88,149
Emerald Isle Open,2017-05-06,Open Women's 69 kg,Kirstin Shaffer,68.43,56,58,61,75,-77,-77,61,75,136
Emerald Isle Open,2017-05-06,Open Women's 69 kg,Rachel Canty,63.15,38,-42,44,56,60,64,44,64,108
Emerald Isle Open,2017-05-06,Open Women's 58 kg,Jordan Corino,55.87,35,40,45,50,55,60,45,60,105
Emerald Isle Open,2017-05-06,Women's 16-17 Age Group 63 kg,Abigail Volz,61.25,38,40,42,50,53,56,42,56,98
Emerald Isle Open,2017-05-06,Women's Masters (40-44) 63 kg,Sharon Holland,59.41,30,35,-42,50,-55,55,35,55,90
Emerald Isle Open,2017-05-06,Women's 13 Under Age Group 53kg,Ayda Suing,49.71,36,37,-40,37,40,42,37,42,79
Emerald Isle Open,2017-05-06,Women's 13 Under Age Group 53kg,Matlynn Malone,51.82,27,30,-31,31,33,-35,30,33,63
