meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
March Weightlifting League Competition,2018-03-25,Open Men's 94 kg,Casey Vinings,85.7,109,112,-115,138,-143,-146,112,138,250
March Weightlifting League Competition,2018-03-25,Open Men's 94 kg,Jason Jacob,85.5,-88,88,89,111,113,-116,89,113,202
March Weightlifting League Competition,2018-03-25,Open Men's 85 kg,Shawn Lewis,82.45,-75,-75,75,97,-102,-102,75,97,172
March Weightlifting League Competition,2018-03-25,Open Men's 85 kg,Samuel Lee,81.35,70,75,78,85,90,-103,78,90,168
March Weightlifting League Competition,2018-03-25,Open Women's 69 kg,Celeste Fushimi-Karns,68.85,55,58,-62,75,78,81,58,81,139
March Weightlifting League Competition,2018-03-25,Open Women's 75 kg,Nicole Long,72.45,52,-55,55,65,69,73,55,73,128
March Weightlifting League Competition,2018-03-25,Open Men's 56 kg,Trey Kratz,53.9,47,-50,50,61,62,63,50,63,113
March Weightlifting League Competition,2018-03-25,Open Men's 105 kg,Tyler Schaeffer,94,108,-111,-111,-141,-146,-146,108,0,108
March Weightlifting League Competition,2018-03-25,Open Women's 90 kg,Katie Sloan,88.45,-45,46,-50,58,-61,61,46,61,107
March Weightlifting League Competition,2018-03-25,Open Men's 77 kg,Adrian Jourdan,77,105,-108,-110,-120,-125,-125,105,0,105
March Weightlifting League Competition,2018-03-25,Women's Masters (40-44) 63 kg,Nora Castaneda,60.7,38,41,-45,52,55,-57,41,55,96
March Weightlifting League Competition,2018-03-25,Open Women's 69 kg,Nicole Waibel,68.1,-76,-78,-81,94,-98,-100,0,94,94
March Weightlifting League Competition,2018-03-25,Open Women's 63 kg,Lauren Buchakjian,62.5,34,37,39,47,50,52,39,52,91
March Weightlifting League Competition,2018-03-25,Open Women's 63 kg,Holly Barton,62.5,33,36,39,39,44,48,39,48,87
March Weightlifting League Competition,2018-03-25,Men's 13 Under Age Group 69 Kg,Cole Barnes,64.75,-31,33,36,36,40,45,36,45,81
March Weightlifting League Competition,2018-03-25,Open Women's 90 kg,Catherine Gibson,85.95,62,-65,-65,-82,-85,-92,62,0,62
March Weightlifting League Competition,2018-03-25,Open Women's 69 kg,Victoria Chavez,67.7,58,-62,-64,-80,-82,-82,58,0,58
March Weightlifting League Competition,2018-03-25,Open Women's 58 kg,Alyssa Reau,58,-55,55,-58,-75,-79,-82,55,0,55
