meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Open Men's 85 kg,Lance Howard,83.2,72,77,85,102,107,107,85,107,192
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Open Men's+105 kg,Joshua Bishoff,135.2,70,75,85,102,107,107,85,107,192
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Open Women's 63 kg,Gwendolyn Sisto,62.2,76,80,82,92,95,97,82,97,179
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Open Men's 85 kg,Alex Robitaille,77.5,65,75,77,85,90,97,77,97,174
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Open Women's 69 kg,Angela Parra,67.8,65,67,70,80,90,95,70,95,165
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Open Men's 105 kg,Bela (Bill) Bicskei,104.9,65,70,77,75,85,87,77,87,164
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Women's Masters (35-39) 58 kg,Christie Green-Horton,57.8,50,53,55,65,68,70,55,70,125
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Open Men's 69 kg,William Gibson,63.1,45,53,53,55,53,67,53,67,120
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Open Men's 62 kg,John Walters,60.8,40,40,43,52,54,59,43,59,102
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Open Women's 63 kg,Briana Walters,62.8,25,30,31,38,38,41,31,41,72
2012 AFX III: Alaska Lfitness Expo Weightlifting,2012-10-13,Women's 13 Under Age Group 44kg,Gwendolyn Rojas,42.5,21,23,25,25,28,32,25,32,57
