meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Athletic Lab Winter Classic,2018-02-17,Open Men's 105 kg,Cody Messinger,98.2,117,121,-125,135,140,145,121,145,266
Athletic Lab Winter Classic,2018-02-17,Open Men's 94 kg,Chadwick Edwards,89.1,100,106,111,125,132,138,111,138,249
Athletic Lab Winter Classic,2018-02-17,Open Men's 94 kg,Stephen Jasset,93.7,103,106,108,128,133,138,108,138,246
Athletic Lab Winter Classic,2018-02-17,Open Men's 69 kg,Clifford Kohut,68.8,102,106,-110,138,-143,-144,106,138,244
Athletic Lab Winter Classic,2018-02-17,Open Men's 85 kg,Logan Hobbs,82.6,94,-98,-98,128,134,-140,94,134,228
Athletic Lab Winter Classic,2018-02-17,Open Men's+105 kg,Franklin Muntis,116.3,103,-107,-110,-123,123,-128,103,123,226
Athletic Lab Winter Classic,2018-02-17,Open Men's 94 kg,Jacob Darr,91.5,96,100,-104,117,-122,122,100,122,222
Athletic Lab Winter Classic,2018-02-17,Open Men's 94 kg,Alan Colvin,89.8,-97,100,107,114,-120,-120,107,114,221
Athletic Lab Winter Classic,2018-02-17,Open Men's 69 kg,Brandon Garner,69,85,95,100,105,115,120,100,120,220
Athletic Lab Winter Classic,2018-02-17,Open Men's 105 kg,Michael Joyce,99.6,-95,-95,96,117,123,-128,96,123,219
Athletic Lab Winter Classic,2018-02-17,Open Men's 77 kg,Jackson Blizzard,75.9,-91,91,94,119,124,-130,94,124,218
Athletic Lab Winter Classic,2018-02-17,Open Men's+105 kg,Daniel Miller,124.6,78,85,91,118,126,-134,91,126,217
Athletic Lab Winter Classic,2018-02-17,Open Men's 85 kg,Matthew Miller,84.4,88,-92,93,110,-118,118,93,118,211
Athletic Lab Winter Classic,2018-02-17,Open Men's 77 kg,Andrew Lawler,74.3,80,91,95,-114,115,-120,95,115,210
