meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
The Lab Spring Open,2017-05-13,Open Men's+105 kg,austin parr,109.4,102,106,-111,143,147,152,106,152,258
The Lab Spring Open,2017-05-13,Open Men's 105 kg,William Andrews,96.5,90,-101,101,133,-143,146,101,146,247
The Lab Spring Open,2017-05-13,Open Men's+105 kg,Connor Halsey,110.1,-105,105,-112,135,-142,-145,105,135,240
The Lab Spring Open,2017-05-13,Open Men's 94 kg,MATTHEW MARTIN,89.1,100,105,-110,125,131,-136,105,131,236
The Lab Spring Open,2017-05-13,Open Men's 94 kg,Tyler Carlock,92.8,75,83,90,95,102,110,90,110,200
The Lab Spring Open,2017-05-13,Open Men's 77 kg,Jordan Becker,76.9,-84,-84,86,100,107,114,86,114,200
The Lab Spring Open,2017-05-13,Open Men's 105 kg,Michael Goemmel,99.4,84,-88,-88,106,111,116,84,116,200
The Lab Spring Open,2017-05-13,Women's 16-17 Age Group +75 kg,Shay Carlock,88.2,72,76,80,95,100,105,80,105,185
The Lab Spring Open,2017-05-13,Open Women's 90 kg,Lana Lawrence,80.8,-75,77,82,92,96,100,82,100,182
The Lab Spring Open,2017-05-13,Open Men's 85 kg,AARON MCMILLAN,80.3,67,70,71,89,93,97,71,97,168
The Lab Spring Open,2017-05-13,Open Men's 105 kg,Cable Johnson,98.1,75,-79,-83,80,85,-89,75,85,160
The Lab Spring Open,2017-05-13,Open Men's 69 kg,Vincent Russo,64.2,57,-61,-61,75,80,84,57,84,141
The Lab Spring Open,2017-05-13,Open Men's 62 kg,Ethan Jolley,61,55,58,61,68,73,76,61,76,137
The Lab Spring Open,2017-05-13,Open Women's 63 kg,Joanna Puryear,60.9,55,58,61,63,-67,67,61,67,128
The Lab Spring Open,2017-05-13,Women's Masters (35-39) 58 kg,Amanda Long,56.4,45,47,48,64,66,69,48,69,117
The Lab Spring Open,2017-05-13,Open Women's +90 kg,Ginger Cantamessa,100.3,45,40,-43,57,62,-65,45,62,107
The Lab Spring Open,2017-05-13,Open Women's 90 kg,Shannon Burmeister,76.4,43,-50,-50,56,61,-65,43,61,104
The Lab Spring Open,2017-05-13,Open Women's 90 kg,Elena Schulz,78,37,39,44,56,58,59,44,59,103
The Lab Spring Open,2017-05-13,Women's 16-17 Age Group 58 kg,Jessica Leonard,54.6,-40,40,-45,55,-60,60,40,60,100
The Lab Spring Open,2017-05-13,Open Women's 53 kg,Cynthia Mignano,51.8,42,-44,-45,56,-59,-60,42,56,98
The Lab Spring Open,2017-05-13,Women's Masters (40-44) 69 kg,Heather Case,68.5,43,46,-48,48,51,-55,46,51,97
The Lab Spring Open,2017-05-13,Women's Masters (40-44) +90 kg,Krista Noyes,126.1,30,35,38,-52,52,56,38,56,94
The Lab Spring Open,2017-05-13,Open Women's 69 kg,Caitlyn Ward,68.4,34,37,39,47,51,-55,39,51,90
The Lab Spring Open,2017-05-13,Women's Masters (40-44) +90 kg,Angela Combs,95.1,30,-35,35,40,45,48,35,48,83
The Lab Spring Open,2017-05-13,Women's 13 Under Age Group 53kg,Emily Goldner-Morgan,48.8,12,15,-18,18,21,24,15,24,39
