meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Youth National Championship Prep,2014-06-07,Open Men's 85 kg,Zachary Karlins,80.3,111,111,114,143,146,150,114,150,264
Youth National Championship Prep,2014-06-07,Open Men's 85 kg,Anthony Villanueva,84.8,105,105,111,148,148,151,111,151,262
Youth National Championship Prep,2014-06-07,Open Men's 77 kg,Nathan Reyes,76,105,105,110,140,145,150,110,150,260
Youth National Championship Prep,2014-06-07,Women's 16-17 Age Group +75 kg,KJAYLA MARTIN,80.7,78,78,84,102,110,110,84,110,194
Youth National Championship Prep,2014-06-07,Women's 16-17 Age Group 69 kg,Sarah Bond,68.2,56,56,58,76,79,81,58,81,139
Youth National Championship Prep,2014-06-07,Women's 16-17 Age Group +75 kg,Olivia Davis,78.5,57,59,59,74,78,78,59,78,137
Youth National Championship Prep,2014-06-07,Open Men's 69 kg,JonAnthony Bartley,67.6,56,56,56,75,78,81,56,81,137
Youth National Championship Prep,2014-06-07,Women's 14-15 Age Group +69 kg,Lauren Snyder,72.5,54,56,56,70,75,80,56,80,136
Youth National Championship Prep,2014-06-07,Women's 14-15 Age Group +69 kg,Victoria Berrios,83.3,41,44,44,63,65,68,44,68,112
Youth National Championship Prep,2014-06-07,Women's 16-17 Age Group 58 kg,Clarines Martinez,56.3,41,42,44,58,62,66,44,66,110
Youth National Championship Prep,2014-06-07,Women's 16-17 Age Group 58 kg,Erin Catlin,56.4,43,43,43,57,58,58,43,58,101
Youth National Championship Prep,2014-06-07,Women's 14-15 Age Group +69 kg,Alex Lawrence,70.1,42,42,44,48,52,55,44,55,99
Youth National Championship Prep,2014-06-07,Women's 16-17 Age Group +75 kg,Risa Enrique,79.2,42,43,43,53,53,53,43,53,96
Youth National Championship Prep,2014-06-07,Women's 13 Under Age Group +58 Kg,Gabrielle Berrios,63.1,35,38,40,49,51,53,40,53,93
Youth National Championship Prep,2014-06-07,Women's 13 Under Age Group 39kg,Brenna Lowrey,38.7,27,29,30,36,39,41,30,41,71
Youth National Championship Prep,2014-06-07,Women's 14-15 Age Group 44 kg,Bianca Lafont,42.2,19,21,23,34,36,36,23,36,59
Youth National Championship Prep,2014-06-07,Women's 13 Under Age Group 44kg,Ayanna Bartley,42.8,19,21,23,28,30,32,23,32,55
Youth National Championship Prep,2014-06-07,Women's 13 Under Age Group 39kg,Dina Rami,37.6,16,18,20,22,25,27,20,27,47
Youth National Championship Prep,2014-06-07,Women's 13 Under Age Group 39kg,Allison Riepe,37.3,16,16,18,23,26,28,18,28,46
