meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 105 kg,Brandon Lwowski,103.4,115,120,125,155,160,165,125,165,290
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 94 kg,Thomson Nisbet,93.8,122,125,126,150,156,156,126,156,282
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 85 kg,Mark Shockley,84.7,115,120,121,151,156,160,121,160,281
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's+105 kg,Stephen Galvan,110,112,117,121,148,152,156,121,156,277
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 105 kg,Michael LaMantia,103.1,120,127,130,130,135,140,130,140,270
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 94 kg,George Briones,91.7,107,107,113,135,140,140,113,140,253
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 77 kg,Chris Stoos,76.9,107,111,111,131,135,140,111,140,251
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 77 kg,Daniel Martinez,77,110,110,113,130,135,135,113,135,248
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 94 kg,Alexander Holguin,91.2,100,100,105,125,135,140,105,140,245
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 105 kg,Arturo Fernandez,98.4,93,97,100,115,120,125,100,125,225
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 94 kg,Luis Vargas,86.6,93,96,98,115,120,125,98,125,223
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 105 kg,John Cervantes,102.9,90,95,100,115,120,120,100,120,220
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 85 kg,Jorge Diaz,78,85,90,90,115,120,124,90,124,214
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 85 kg,Matthew Moore,84,90,93,93,110,115,120,93,120,213
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 85 kg,Dunte Hector,83.6,87,87,91,107,112,115,91,115,206
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's+105 kg,Jose Luis Guerra,106.1,80,85,90,100,110,111,90,111,201
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 69 kg,Ryan Ramos,68.6,85,85,88,100,105,105,88,105,193
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 105 kg,David Alexander,100.2,70,75,78,110,113,113,78,113,191
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 77 kg,Lee Walker,75.3,80,82,85,100,103,106,85,106,191
Elite Olympic Weightlifting Meet,2014-09-27,Open Women's +75 Kg,Sara Urban,87.8,62,65,72,88,88,101,72,101,173
Elite Olympic Weightlifting Meet,2014-09-27,Open Women's 69 kg,Emily DeRohan,68.8,70,74,75,90,91,94,75,94,169
Elite Olympic Weightlifting Meet,2014-09-27,Women's Masters (35-39) 69 kg,Tasha Schmidt,67.9,70,70,75,77,83,87,75,87,162
Elite Olympic Weightlifting Meet,2014-09-27,Open Women's 63 kg,Erica Faust,60.8,60,65,69,80,84,88,69,88,157
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 85 kg,Sidney Harrell,83.4,61,63,66,84,87,87,66,87,153
Elite Olympic Weightlifting Meet,2014-09-27,Open Women's 75 kg,Elizabeth Elizondo,69.8,60,63,63,81,85,88,63,88,151
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 77 kg,Jeremy Gonzales,74.8,60,64,66,77,81,85,66,85,151
Elite Olympic Weightlifting Meet,2014-09-27,Open Women's +75 Kg,Elizabeth Paller,90.7,57,57,60,80,84,88,60,88,148
Elite Olympic Weightlifting Meet,2014-09-27,Open Men's 85 kg,Nathan Smith,79.7,60,64,67,75,78,81,67,81,148
Elite Olympic Weightlifting Meet,2014-09-27,Open Women's 58 kg,Andrea Vargas,57.6,60,65,65,75,80,80,65,80,145
