meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Armor Classic,2022-04-09,Open Men's 96kg,Cody Limas,94,-115,115,-120,140,-145,-145,115,140,255
Armor Classic,2022-04-09,Open Men's 102kg,Andrew Robinson,100.6,-115,117,-121,125,130,135,117,135,252
Armor Classic,2022-04-09,Open Men's 89kg,Conner Han,88.3,101,105,-107,125,130,135,105,135,240
Armor Classic,2022-04-09,Open Men's 109kg,Buiford Martin,104.7,90,100,-110,115,123,-136,100,123,223
Armor Classic,2022-04-09,Men's Masters (40-44) 109kg,Wes Seeman,103.5,90,-95,-95,122,127,132,90,132,222
Armor Classic,2022-04-09,Junior Men's 81kg,Ryan Sorensen,75.6,93,96,-100,118,123,-127,96,123,219
Armor Classic,2022-04-09,Men's Masters (40-44) 109kg,Joseph Menz,108.3,92,96,-100,110,115,119,96,119,215
Armor Classic,2022-04-09,Men's Masters (40-44) 102kg,Michael Densmore,99.6,85,90,-94,-115,116,-120,90,116,206
Armor Classic,2022-04-09,Open Men's 89kg,Jeremiah  Munoz,87.1,85,90,-93,105,111,-117,90,111,201
Armor Classic,2022-04-09,Men's Masters (35-39) 81kg,John Kabigting,79.7,-80,80,-83,95,100,105,80,105,185
Armor Classic,2022-04-09,Men's Masters (35-39) 81kg,Ryan Lenahan,78.5,75,-80,-81,100,-105,105,75,105,180
Armor Classic,2022-04-09,Men's Masters (35-39) 73kg,Scott Rosehart,71.6,-72,-72,72,100,105,-110,72,105,177
Armor Classic,2022-04-09,Men's 14-15 Age Group 67kg,Christian Folen,65.1,69,71,-73,88,91,-94,71,91,162
Armor Classic,2022-04-09,Open Women's 59kg,Emi Smith,58.2,64,-67,67,72,75,-78,67,75,142
Armor Classic,2022-04-09,Women's Masters (35-39) +87kg,Lauren Plooster,91.2,56,59,63,73,76,-79,63,76,139
Armor Classic,2022-04-09,Open Women's 71kg,Carly Attanasio,64.8,52,55,57,63,66,68,57,68,125
Armor Classic,2022-04-09,Women's Masters (35-39) 76kg,Meredith Frost,73.35,56,58,-60,65,-70,-70,58,65,123
Armor Classic,2022-04-09,Open Women's 76kg,Elise Howlett,72.35,51,54,-57,68,-72,-72,54,68,122
Armor Classic,2022-04-09,Women's 16-17 Age Group 64kg,Morgan Marchand ,59.1,51,52,-54,61,63,65,52,65,117
Armor Classic,2022-04-09,Women's Masters (35-39) +87kg,Nicole Crisostomo,107.7,43,46,48,66,-69,69,48,69,117
Armor Classic,2022-04-09,Men's Masters (55-59) +109kg,William Pola,139,45,47,51,55,60,65,51,65,116
Armor Classic,2022-04-09,Women's Masters (35-39) 71kg,Vanessa Dickens,66.15,46,48,49,62,65,-67,49,65,114
Armor Classic,2022-04-09,Women's Masters (35-39) 64kg,Rachel Long,62.8,46,48,-50,-61,62,65,48,65,113
Armor Classic,2022-04-09,Open Women's 64kg,Laura Wilson,62.2,45,48,50,60,-63,-63,50,60,110
Armor Classic,2022-04-09,Open Women's 71kg,McKenzie Yuasa,69.4,43,46,48,56,59,62,48,62,110
Armor Classic,2022-04-09,Open Women's 64kg,Lindsey Holtgraves,63.05,45,48,-50,59,-64,-64,48,59,107
Armor Classic,2022-04-09,Women's 14-15 Age Group 71kg,Ava Jackson,70.1,41,44,46,53,56,-59,46,56,102
Armor Classic,2022-04-09,Open Women's 64kg,Aliya Abdelhak,61.1,-41,41,-43,55,-60,-60,41,55,96
Armor Classic,2022-04-09,Open Women's +87kg,Kylee Schmuck,102.05,41,43,-45,48,50,52,43,52,95
Armor Classic,2022-04-09,Men's Masters (55-59) 67kg,Elmo Acacio,63.4,40,42,43,46,49,52,43,52,95
Armor Classic,2022-04-09,Women's 14-15 Age Group 71kg,Gabriella Lopez,65.7,37,39,41,47,50,52,41,52,93
Armor Classic,2022-04-09,Women's Masters (40-44) 71kg,Shalimar Gonzales,66.7,34,35,36,45,46,50,36,50,86
Armor Classic,2022-04-09,Open Women's 76kg,Atinna Gunawan,73.75,30,33,37,43,46,49,37,49,86
Armor Classic,2022-04-09,Open Women's 59kg,Pooja Kale,57.65,30,32,-34,42,45,47,32,47,79
Armor Classic,2022-04-09,Women's 14-15 Age Group 55kg,Anna Katherine Mangan,52.75,27,29,31,34,36,38,31,38,69
Armor Classic,2022-04-09,Open Women's 49kg,Joriah Acacio,47.5,26,28,29,34,36,38,29,38,67
Armor Classic,2022-04-09,Women's 16-17 Age Group 59kg,Caroline Mangan,57.1,25,27,28,35,37,-39,28,37,65
Armor Classic,2022-04-09,Women's 13 Under Age Group 55kg,Cuchara Baron,51.45,25,27,-29,-28,29,31,27,31,58
Armor Classic,2022-04-09,Women's 13 Under Age Group 36kg,Reagan Herchold,35.35,20,-22,-22,26,28,30,20,30,50
Armor Classic,2022-04-09,Women's 13 Under Age Group 30kg,Lila Mangan,28.75,16,17,18,21,23,26,18,26,44
Armor Classic,2022-04-09,Women's 13 Under Age Group 40kg,Samantha Lubinus,36.65,10,12,-15,18,20,-22,12,20,32
