meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
St. Valentines Showdown,2022-02-12,Open Men's 96kg,Ruben Martinez,89.3,121,126,131,161,-166,166,131,166,297
St. Valentines Showdown,2022-02-12,Open Men's 102kg,Grant Reed,97,120,125,130,160,-165,165,130,165,295
St. Valentines Showdown,2021-02-12,Open Men's 102kg,David Euler,98.5,122,125,-127,157,163,-168,125,163,288
St. Valentines Showdown,2021-02-12,Junior Men's 96kg,Grant Reed,95.3,112,116,120,143,147,151,120,151,271
St. Valentines Showdown,2022-02-12,Open Men's 89kg,Charleston Bridges,87.1,112,116,120,140,145,150,120,150,270
St. Valentines Showdown,2021-02-12,Open Men's 89kg,Charleston Bridges,88.2,115,-120,120,145,-150,-150,120,145,265
St. Valentines Showdown,2022-02-12,Open Men's 109kg,Gabriel Sanchez,107.2,110,115,-120,-140,140,-145,115,140,255
St. Valentines Showdown,2022-02-12,Open Men's 96kg,David Bray,90.5,-110,112,116,130,-135,135,116,135,251
St. Valentines Showdown,2021-02-12,Men's Masters (35-39) +109kg,Micajah Driver,117,105,-110,110,135,-140,140,110,140,250
St. Valentines Showdown,2021-02-12,Open Men's 109kg,Devan Walker,108.7,100,-105,105,135,140,145,105,145,250
St. Valentines Showdown,2021-02-12,Open Men's 102kg,FERNANDO GONZALEZ,102,107,111,-116,130,137,-143,111,137,248
St. Valentines Showdown,2022-02-12,Open Men's +109kg,Melvin Jensen,113.6,108,112,-120,133,-138,-140,112,133,245
St. Valentines Showdown,2022-02-12,Open Men's 81kg,Adan Pruneda,79.8,100,-103,103,133,-137,138,103,138,241
St. Valentines Showdown,2022-02-12,Open Men's +109kg,logan wiggers,113.2,98,102,-105,127,-131,134,102,134,236
St. Valentines Showdown,2022-02-12,Open Men's 89kg,toby quiroz,85.6,100,-105,105,120,125,130,105,130,235
St. Valentines Showdown,2022-02-12,Open Men's 89kg,ALEX JASSO,84.3,-95,-97,97,130,-135,135,97,135,232
