meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2018 FISU University World Championships,2018-09-23,Open Men's 109kg,Matthew McCarty,104.7,-147,148,152,183,-188,-189,152,183,335
2018 FISU University World Championships,2018-09-23,Open Men's 109kg,Nathan Lewis,103.6,138,143,147,176,181,-186,147,181,328
2018 FISU University World Championships,2018-09-23,Open Men's 89kg,Christian Rodriguez Ocasio,83.65,133,137,140,162,167,-170,140,167,307
2018 FISU University World Championships,2018-09-23,Open Men's 89kg,David Lamb,81.45,126,130,-134,158,163,-169,130,163,293
2018 FISU University World Championships,2018-09-23,Open Men's 81kg,Dominic Stolle,74.85,120,125,-130,150,155,-160,125,155,280
2018 FISU University World Championships,2018-09-23,Open Men's 73kg,Kenny Wilkins,68.5,113,-118,-118,137,140,145,113,145,258
2018 FISU University World Championships,2018-09-23,Open Men's 61kg,Joseph Garcia,55.8,90,-94,-95,110,115,118,90,118,208
2018 FISU University World Championships,2018-09-23,Open Women's 71kg,Aria Bremner,68.45,88,-90,-91,108,112,116,88,116,204
2018 FISU University World Championships,2018-09-23,Open Women's 76kg,Kaitlyn Cooper,74.45,-87,87,90,108,112,-116,90,112,202
2018 FISU University World Championships,2018-09-23,Open Women's 59kg,Kaija Bramwell,58,80,82,85,100,104,-109,85,104,189
2018 FISU University World Championships,2018-09-23,Open Women's 59kg,Taylor Wilkins,58.85,-80,80,83,95,98,101,83,101,184
2018 FISU University World Championships,2018-09-23,Open Women's 55kg,Megan Grantom,53,71,73,75,91,93,-96,75,93,168
2018 FISU University World Championships,2018-09-23,Open Women's 55kg,Ellen Kercher,52.85,69,72,-74,-88,88,90,72,90,162
2018 FISU University World Championships,2018-09-23,Open Women's 49kg,Veronica Restrepo,47.25,64,67,70,83,87,-90,70,87,157
2018 FISU University World Championships,2018-09-23,Open Women's 64kg,allison fleming,62.45,-83,83,-86,-100,-100,-100,83,0,83
