meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2022 Philadelphia Spring Open,2022-05-21,Open Men's 89kg,Onzy Elam II,88.9,140,-145,145,165,171,-176,145,171,316
2022 Philadelphia Spring Open,2022-05-21,Open Men's 89kg,Matthew Maze,83.1,-123,125,-131,157,163,-168,125,163,288
2022 Philadelphia Spring Open,2022-05-21,Open Men's 102kg,Andrew Greco,99.2,120,-125,125,150,155,-160,125,155,280
2022 Philadelphia Spring Open,2022-05-21,Open Men's 81kg,Thomas Carabuena,79.6,97,102,-107,133,138,-143,102,138,240
2022 Philadelphia Spring Open,2022-05-21,Open Men's 73kg,Angelo Kelly,69.6,98,-102,-102,133,138,142,98,142,240
2022 Philadelphia Spring Open,2022-05-21,Open Men's 102kg,Joshua Cruz,98.7,95,98,-101,122,127,130,98,130,228
2022 Philadelphia Spring Open,2022-05-21,Open Men's 89kg,Craig Mahoney,85.2,95,100,103,111,117,122,103,122,225
2022 Philadelphia Spring Open,2022-05-21,Open Women's +87kg,Kristen Erickson,92.6,96,100,-103,-116,-116,116,100,116,216
2022 Philadelphia Spring Open,2022-05-21,Open Men's 81kg,Seung Ho Choi,80.5,85,90,-95,115,120,-125,90,120,210
2022 Philadelphia Spring Open,2022-05-21,Open Men's 81kg,Owen Murphy,77.6,85,-89,-90,118,122,-125,85,122,207
2022 Philadelphia Spring Open,2022-05-21,Men's Masters (40-44) 81kg,Joseph Brown,80.6,85,90,-93,110,115,-121,90,115,205
2022 Philadelphia Spring Open,2022-05-21,Men's Masters (60-64) 102kg,Robert Scavilla,101.3,86,91,95,-103,105,-110,95,105,200
2022 Philadelphia Spring Open,2022-05-21,Women's 16-17 Age Group 76kg,Isabella Rivera,74.7,82,-85,87,99,103,-105,87,103,190
2022 Philadelphia Spring Open,2022-05-21,Men's Masters (45-49) 89kg,Mike Hanley,87,83,87,-90,100,-105,-105,87,100,187
2022 Philadelphia Spring Open,2022-05-21,Open Women's 76kg,Emma Esterbrook,75.6,76,80,-84,97,101,105,80,105,185
2022 Philadelphia Spring Open,2022-05-21,Open Men's 73kg,Vincent Carter,72.1,-80,80,-85,95,-100,100,80,100,180
2022 Philadelphia Spring Open,2022-05-21,Open Men's 102kg,Joseph Mattera,97.7,65,69,73,95,100,105,73,105,178
2022 Philadelphia Spring Open,2022-05-21,Men's Masters (45-49) 89kg,James Rosser,88.9,-70,70,-75,100,-103,-105,70,100,170
2022 Philadelphia Spring Open,2022-05-21,Open Women's 87kg,Lauren McHugh,87,-70,70,-73,90,93,-97,70,93,163
2022 Philadelphia Spring Open,2022-05-21,Open Women's 81kg,Amanda Craig,78.7,-64,64,67,84,87,-90,67,87,154
2022 Philadelphia Spring Open,2022-05-21,Open Women's 76kg,Cecilia Stuetz,75.3,62,65,67,78,81,84,67,84,151
2022 Philadelphia Spring Open,2022-05-21,Open Women's 59kg,Margaret Fantuzzi,59,-67,67,-71,84,-87,-87,67,84,151
2022 Philadelphia Spring Open,2022-05-21,Men's Masters (40-44) 96kg,Joseph Henofer,94.7,-66,-66,66,79,82,84,66,84,150
2022 Philadelphia Spring Open,2022-05-21,Open Women's 81kg,Devin Radosky,80.1,-63,63,66,-73,75,80,66,80,146
2022 Philadelphia Spring Open,2022-05-21,Open Women's 71kg,Emma Hannan,68.5,60,-64,64,75,78,81,64,81,145
2022 Philadelphia Spring Open,2022-05-21,Open Women's 81kg,Elise Burkhardt,79.3,60,64,66,70,74,78,66,78,144
2022 Philadelphia Spring Open,2022-05-21,Women's Masters (40-44) 81kg,Alicia MacGlaughlin,80.3,62,65,-68,76,-79,-80,65,76,141
2022 Philadelphia Spring Open,2022-05-21,Women's Masters (35-39) 64kg,Libby Elias,59.3,60,-63,63,72,76,-80,63,76,139
2022 Philadelphia Spring Open,2022-05-21,Open Women's 71kg,Alaina Collings,68.4,58,60,62,74,-77,-77,62,74,136
2022 Philadelphia Spring Open,2022-05-21,Open Women's 76kg,Brenna Flynn,73.4,-60,-60,60,70,75,-80,60,75,135
2022 Philadelphia Spring Open,2022-05-21,Open Women's 71kg,Jennifer MacDonald,68.3,50,53,56,68,72,76,56,76,132
2022 Philadelphia Spring Open,2022-05-21,Open Women's 64kg,Emily MacCart,63,58,60,-62,64,67,-70,60,67,127
2022 Philadelphia Spring Open,2022-05-21,Women's Masters (40-44) 55kg,Alyson Carroll,51.9,53,56,59,65,68,-71,59,68,127
2022 Philadelphia Spring Open,2022-05-21,Women's 16-17 Age Group 64kg,Maeva Rulis,63.6,50,53,55,67,69,71,55,71,126
2022 Philadelphia Spring Open,2022-05-21,Women's Masters (35-39) 59kg,Dana Watson,58.4,50,52,55,70,-73,-74,55,70,125
2022 Philadelphia Spring Open,2022-05-21,Women's 16-17 Age Group 59kg,Alyssa Jordan,58.1,50,53,-56,60,64,67,53,67,120
2022 Philadelphia Spring Open,2022-05-21,Open Women's 71kg,Julia Heavel,68.2,-52,52,55,63,65,-67,55,65,120
2022 Philadelphia Spring Open,2022-05-21,Men's Masters (55-59) 55kg,David Walker,54.56,38,-42,42,45,48,-50,42,48,90
2022 Philadelphia Spring Open,2022-05-21,Women's 14-15 Age Group 76kg,MacKenna Atkinson,75.1,32,35,38,43,46,50,38,50,88
2022 Philadelphia Spring Open,2022-05-21,Open Men's 81kg,Max Jara,81,-72,-72,-73,80,85,-90,0,85,85
