meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Team WNY Fall Classic,2019-09-28,Open Men's +109kg,Robert Marvald,122.8,129,134,138,170,-173,0,138,170,308
Team WNY Fall Classic,2019-09-28,Open Men's 96kg,Michael Misztal,93.6,122,127,131,149,154,158,131,158,289
Team WNY Fall Classic,2019-09-28,Open Men's 73kg,Robert Ortiz,72.3,115,120,-125,145,150,-155,120,150,270
Team WNY Fall Classic,2019-09-28,Open Men's 96kg,Bryan Gazda,95.8,-110,110,115,136,140,147,115,147,262
Team WNY Fall Classic,2019-09-28,Open Men's 102kg,Matthew Kalinowski,101.3,94,-98,98,130,-135,-138,98,130,228
Team WNY Fall Classic,2019-09-28,Open Men's 81kg,Derek Palmerton,80.9,88,-91,91,117,-121,-121,91,117,208
Team WNY Fall Classic,2019-09-28,Open Men's 89kg,Philip OBrien,86.8,-90,-90,90,108,112,117,90,117,207
Team WNY Fall Classic,2019-09-28,Open Women's 76kg,Allee Tallman,73.9,86,90,95,107,111,-118,95,111,206
Team WNY Fall Classic,2019-09-28,Open Men's 96kg,Kyle Clifford,90,82,87,91,97,103,109,91,109,200
Team WNY Fall Classic,2019-09-28,Open Men's 89kg,Nicholas Giannelli,87.8,75,79,82,108,112,117,82,117,199
Team WNY Fall Classic,2019-09-28,Open Men's 73kg,Parker Bure,70.4,-80,80,83,-110,110,113,83,113,196
Team WNY Fall Classic,2019-09-28,Open Men's 89kg,Michael Wooledge,88,75,80,87,100,109,-111,87,109,196
Team WNY Fall Classic,2019-09-28,Open Women's 59kg,Alexa Colwell,58.9,-80,80,-84,96,-99,-99,80,96,176
Team WNY Fall Classic,2019-09-28,Open Women's 64kg,Daneille Crean,63.8,73,76,-79,92,-99,-99,76,92,168
Team WNY Fall Classic,2019-09-28,Open Men's 73kg,Cole Shewman,69.7,-70,-70,70,-83,-83,83,70,83,153
Team WNY Fall Classic,2019-09-28,Open Women's 64kg,Stephanie Taglialatela,60.5,60,63,66,79,83,85,66,85,151
Team WNY Fall Classic,2019-09-28,Open Women's 71kg,Tess Bierl,70.6,62,66,70,81,-85,-90,70,81,151
Team WNY Fall Classic,2019-09-28,Open Men's +109kg,Anders Presthus,116.2,-118,-118,-118,140,-146,148,0,148,148
Team WNY Fall Classic,2019-09-28,Women's Masters (35-39) 76kg,Parastoo Zare,75,-62,62,66,77,82,-87,66,82,148
Team WNY Fall Classic,2019-09-28,Open Women's 71kg,Lauren Tollefson,68.6,58,63,-68,-80,-83,83,63,83,146
Team WNY Fall Classic,2019-09-28,Open Women's 76kg,Emily Palmerton,75.5,57,-60,60,78,82,-86,60,82,142
Team WNY Fall Classic,2019-09-28,Women's Masters (35-39) 59kg,ELIZABETH CARNEY,57.4,57,60,-64,-79,80,-84,60,80,140
Team WNY Fall Classic,2019-09-28,Women's Masters (35-39) 76kg,Mary Hirsch,73,-58,58,-60,75,78,80,58,80,138
Team WNY Fall Classic,2019-09-28,Women's Masters (35-39) +87kg,Christine Hammerl,124.9,49,53,55,76,79,81,55,81,136
Team WNY Fall Classic,2019-09-28,Women's Masters (40-44) 81kg,Alycia Meahl,78.9,53,56,-60,75,-78,79,56,79,135
Team WNY Fall Classic,2019-09-28,Open Men's 96kg,Kenneth Emerson,90,50,56,60,62,68,73,60,73,133
Team WNY Fall Classic,2019-09-28,Open Women's 81kg,Sarah Novotny,76.2,53,59,-62,65,-70,-73,59,65,124
Team WNY Fall Classic,2019-09-28,Women's Masters (35-39) +87kg,Brandi Eustice,92.8,50,52,54,60,65,70,54,70,124
Team WNY Fall Classic,2019-09-28,Open Women's +87kg,Lauren Ashburn,90.4,48,-50,51,63,66,-70,51,66,117
Team WNY Fall Classic,2019-09-28,Open Women's 81kg,Sara Weinstein,80.9,48,50,-53,63,66,-69,50,66,116
Team WNY Fall Classic,2019-09-28,Open Women's 76kg,Savannah Gronowski,74.5,43,-46,48,59,62,65,48,65,113
Team WNY Fall Classic,2019-09-28,Women's Masters (35-39) 87kg,Isabella Corsaro,82.1,41,45,-50,52,57,60,45,60,105
Team WNY Fall Classic,2019-09-28,Open Men's 96kg,Michael Christensen,90,35,39,42,50,53,58,42,58,100
Team WNY Fall Classic,2019-09-28,Women's Masters (40-44) 76kg,Amy Schultheis,73,37,40,-42,47,48,52,40,52,92
